图片名,图片名,分辨率1,分辨率2,相似性检验结果
2020-01-11_Rakan_ZH-CN8521004423_768x1280.jpg,2020-01-11_Rakan_ZH-CN8521004423_400x240_Similarity.jpg,768x1280,400x240,0.503205
2020-01-11_Rakan_ZH-CN8521004423_768x1280.jpg,2020-01-11_Rakan_ZH-CN8521004423_320x240_Similarity.jpg,768x1280,320x240,0.522374
2020-01-11_Rakan_ZH-CN8521004423_768x1280.jpg,2020-01-11_Rakan_ZH-CN8521004423_240x320_Similarity.jpg,768x1280,240x320,0.635957
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_1920x1080_Similarity.jpg,768x1280,1920x1080,0.869315
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_1366x768_Similarity.jpg,768x1280,1366x768,0.824083
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_1280x768_Similarity.jpg,768x1280,1280x768,0.822039
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_1024x768_Similarity.jpg,768x1280,1024x768,0.780431
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_800x600_Similarity.jpg,768x1280,800x600,0.763051
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_800x480_Similarity.jpg,768x1280,800x480,0.679082
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_768x1280_Similarity.jpg,768x1280,768x1280,0.988849
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_720x1280_Similarity.jpg,768x1280,720x1280,0.988768
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_640x480_Similarity.jpg,768x1280,640x480,0.722754
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_480x800_Similarity.jpg,768x1280,480x800,0.878426
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_400x240_Similarity.jpg,768x1280,400x240,0.646697
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_320x240_Similarity.jpg,768x1280,320x240,0.64747
2020-01-12_Zugspitze_ZH-CN1831794930_768x1280.jpg,2020-01-12_Zugspitze_ZH-CN1831794930_240x320_Similarity.jpg,768x1280,240x320,0.793466
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_1920x1080_Similarity.jpg,768x1280,1920x1080,0.702669
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_1366x768_Similarity.jpg,768x1280,1366x768,0.733032
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_1280x768_Similarity.jpg,768x1280,1280x768,0.701086
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_1024x768_Similarity.jpg,768x1280,1024x768,0.799912
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_800x600_Similarity.jpg,768x1280,800x600,0.74656
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_800x480_Similarity.jpg,768x1280,800x480,0.769192
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280_Similarity.jpg,768x1280,768x1280,0.951709
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_720x1280_Similarity.jpg,768x1280,720x1280,0.943556
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_640x480_Similarity.jpg,768x1280,640x480,0.735137
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_480x800_Similarity.jpg,768x1280,480x800,0.747097
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_400x240_Similarity.jpg,768x1280,400x240,0.681442
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_320x240_Similarity.jpg,768x1280,320x240,0.701898
2020-01-13_SeventeenSolstice_ZH-CN4901756341_768x1280.jpg,2020-01-13_SeventeenSolstice_ZH-CN4901756341_240x320_Similarity.jpg,768x1280,240x320,0.619692
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_1920x1080_Similarity.jpg,768x1280,1920x1080,0.268689
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_1366x768_Similarity.jpg,768x1280,1366x768,0.26112
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_1280x768_Similarity.jpg,768x1280,1280x768,0.267188
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_1024x768_Similarity.jpg,768x1280,1024x768,0.148389
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_800x600_Similarity.jpg,768x1280,800x600,0.306245
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_800x480_Similarity.jpg,768x1280,800x480,0.427635
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280_Similarity.jpg,768x1280,768x1280,0.979804
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_720x1280_Similarity.jpg,768x1280,720x1280,0.974059
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_640x480_Similarity.jpg,768x1280,640x480,0.329007
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_480x800_Similarity.jpg,768x1280,480x800,0.930422
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_400x240_Similarity.jpg,768x1280,400x240,0.467808
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_320x240_Similarity.jpg,768x1280,320x240,0.276424
2020-01-14_MuskOxWinter_ZH-CN2030874541_768x1280.jpg,2020-01-14_MuskOxWinter_ZH-CN2030874541_240x320_Similarity.jpg,768x1280,240x320,0.352616
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_1920x1080_Similarity.jpg,768x1280,1920x1080,0.968778
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_1366x768_Similarity.jpg,768x1280,1366x768,0.962484
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_1280x768_Similarity.jpg,768x1280,1280x768,0.966518
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_1024x768_Similarity.jpg,768x1280,1024x768,0.930595
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_800x600_Similarity.jpg,768x1280,800x600,0.930206
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_800x480_Similarity.jpg,768x1280,800x480,0.928185
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_768x1280_Similarity.jpg,768x1280,768x1280,0.991661
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_720x1280_Similarity.jpg,768x1280,720x1280,0.990477
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_640x480_Similarity.jpg,768x1280,640x480,0.898122
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_480x800_Similarity.jpg,768x1280,480x800,0.964547
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_400x240_Similarity.jpg,768x1280,400x240,0.836809
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_320x240_Similarity.jpg,768x1280,320x240,0.826336
2020-01-15_Boudhanath_ZH-CN2114569722_768x1280.jpg,2020-01-15_Boudhanath_ZH-CN2114569722_240x320_Similarity.jpg,768x1280,240x320,0.854618
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_1920x1080_Similarity.jpg,768x1280,1920x1080,0.869945
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_1366x768_Similarity.jpg,768x1280,1366x768,0.884649
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_1280x768_Similarity.jpg,768x1280,1280x768,0.890072
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_1024x768_Similarity.jpg,768x1280,1024x768,0.73814
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_800x600_Similarity.jpg,768x1280,800x600,0.765216
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_800x480_Similarity.jpg,768x1280,800x480,0.871579
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_768x1280_Similarity.jpg,768x1280,768x1280,0.988554
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_720x1280_Similarity.jpg,768x1280,720x1280,0.986894
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_640x480_Similarity.jpg,768x1280,640x480,0.763943
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_480x800_Similarity.jpg,768x1280,480x800,0.916606
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_400x240_Similarity.jpg,768x1280,400x240,0.827095
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_320x240_Similarity.jpg,768x1280,320x240,0.69627
2020-01-16_ValGardena_ZH-CN3346883933_768x1280.jpg,2020-01-16_ValGardena_ZH-CN3346883933_240x320_Similarity.jpg,768x1280,240x320,0.724099
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_1920x1080_Similarity.jpg,768x1280,1920x1080,0.96604
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_1366x768_Similarity.jpg,768x1280,1366x768,0.958782
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_1280x768_Similarity.jpg,768x1280,1280x768,0.950821
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_1024x768_Similarity.jpg,768x1280,1024x768,0.984636
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_800x600_Similarity.jpg,768x1280,800x600,0.951034
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_800x480_Similarity.jpg,768x1280,800x480,0.94197
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280_Similarity.jpg,768x1280,768x1280,0.989752
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_720x1280_Similarity.jpg,768x1280,720x1280,0.989069
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_640x480_Similarity.jpg,768x1280,640x480,0.951987
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_480x800_Similarity.jpg,768x1280,480x800,0.973038
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_400x240_Similarity.jpg,768x1280,400x240,0.914796
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_320x240_Similarity.jpg,768x1280,320x240,0.892382
2020-01-17_CormorantMackerel_ZH-CN1167678548_768x1280.jpg,2020-01-17_CormorantMackerel_ZH-CN1167678548_240x320_Similarity.jpg,768x1280,240x320,0.938362
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_1920x1080_Similarity.jpg,768x1280,1920x1080,0.737085
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_1366x768_Similarity.jpg,768x1280,1366x768,0.721815
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_1280x768_Similarity.jpg,768x1280,1280x768,0.74232
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_1024x768_Similarity.jpg,768x1280,1024x768,0.777613
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_800x600_Similarity.jpg,768x1280,800x600,0.786839
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_800x480_Similarity.jpg,768x1280,800x480,0.803137
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_768x1280_Similarity.jpg,768x1280,768x1280,0.955706
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_720x1280_Similarity.jpg,768x1280,720x1280,0.952221
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_640x480_Similarity.jpg,768x1280,640x480,0.733711
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_480x800_Similarity.jpg,768x1280,480x800,0.871822
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_400x240_Similarity.jpg,768x1280,400x240,0.712305
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_320x240_Similarity.jpg,768x1280,320x240,0.650052
2020-01-18_GypsumSand_ZH-CN1223884637_768x1280.jpg,2020-01-18_GypsumSand_ZH-CN1223884637_240x320_Similarity.jpg,768x1280,240x320,0.799377
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_1920x1080_Similarity.jpg,768x1280,1920x1080,0.808978
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_1366x768_Similarity.jpg,768x1280,1366x768,0.794871
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_1280x768_Similarity.jpg,768x1280,1280x768,0.794647
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_1024x768_Similarity.jpg,768x1280,1024x768,0.808711
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_800x600_Similarity.jpg,768x1280,800x600,0.781481
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_800x480_Similarity.jpg,768x1280,800x480,0.813164
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280_Similarity.jpg,768x1280,768x1280,0.965201
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_720x1280_Similarity.jpg,768x1280,720x1280,0.961328
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_640x480_Similarity.jpg,768x1280,640x480,0.840045
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_480x800_Similarity.jpg,768x1280,480x800,0.887482
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_400x240_Similarity.jpg,768x1280,400x240,0.806268
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_320x240_Similarity.jpg,768x1280,320x240,0.786944
2020-01-19_SpeedFlying_ZH-CN1276366046_768x1280.jpg,2020-01-19_SpeedFlying_ZH-CN1276366046_240x320_Similarity.jpg,768x1280,240x320,0.841752
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_1920x1080_Similarity.jpg,768x1280,1920x1080,0.775015
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_1366x768_Similarity.jpg,768x1280,1366x768,0.667492
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_1280x768_Similarity.jpg,768x1280,1280x768,0.155724
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_1024x768_Similarity.jpg,768x1280,1024x768,0.485187
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_800x600_Similarity.jpg,768x1280,800x600,0.529388
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_800x480_Similarity.jpg,768x1280,800x480,0.782776
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_768x1280_Similarity.jpg,768x1280,768x1280,0.966674
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_720x1280_Similarity.jpg,768x1280,720x1280,0.966372
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_640x480_Similarity.jpg,768x1280,640x480,0.470663
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_480x800_Similarity.jpg,768x1280,480x800,0.633698
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_400x240_Similarity.jpg,768x1280,400x240,0.691405
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_320x240_Similarity.jpg,768x1280,320x240,0.394505
2020-01-20_SunlitScree_ZH-CN7556627842_768x1280.jpg,2020-01-20_SunlitScree_ZH-CN7556627842_240x320_Similarity.jpg,768x1280,240x320,0.667032
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_1920x1080_Similarity.jpg,768x1280,1920x1080,0.970467
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_1366x768_Similarity.jpg,768x1280,1366x768,0.968726
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_1280x768_Similarity.jpg,768x1280,1280x768,0.965249
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_1024x768_Similarity.jpg,768x1280,1024x768,0.953788
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_800x600_Similarity.jpg,768x1280,800x600,0.95589
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_800x480_Similarity.jpg,768x1280,800x480,0.962156
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280_Similarity.jpg,768x1280,768x1280,0.993921
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_720x1280_Similarity.jpg,768x1280,720x1280,0.99283
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_640x480_Similarity.jpg,768x1280,640x480,0.950985
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_480x800_Similarity.jpg,768x1280,480x800,0.98126
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_400x240_Similarity.jpg,768x1280,400x240,0.936702
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_320x240_Similarity.jpg,768x1280,320x240,0.906954
2020-01-21_HighlandsSquirrel_ZH-CN1369975915_768x1280.jpg,2020-01-21_HighlandsSquirrel_ZH-CN1369975915_240x320_Similarity.jpg,768x1280,240x320,0.923556
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_1920x1080_Similarity.jpg,768x1280,1920x1080,0.727749
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_1366x768_Similarity.jpg,768x1280,1366x768,0.660633
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_1280x768_Similarity.jpg,768x1280,1280x768,0.679901
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_1024x768_Similarity.jpg,768x1280,1024x768,0.691917
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_800x600_Similarity.jpg,768x1280,800x600,0.657507
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_800x480_Similarity.jpg,768x1280,800x480,0.702656
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280_Similarity.jpg,768x1280,768x1280,0.903573
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_720x1280_Similarity.jpg,768x1280,720x1280,0.899539
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_640x480_Similarity.jpg,768x1280,640x480,0.619776
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_480x800_Similarity.jpg,768x1280,480x800,0.775636
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_400x240_Similarity.jpg,768x1280,400x240,0.499593
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_320x240_Similarity.jpg,768x1280,320x240,0.448957
2020-01-22_WhitehorseLights_ZH-CN1415339570_768x1280.jpg,2020-01-22_WhitehorseLights_ZH-CN1415339570_240x320_Similarity.jpg,768x1280,240x320,0.525126
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_1920x1080_Similarity.jpg,768x1280,1920x1080,0.481604
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_1366x768_Similarity.jpg,768x1280,1366x768,0.467412
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_1280x768_Similarity.jpg,768x1280,1280x768,0.472161
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_1024x768_Similarity.jpg,768x1280,1024x768,0.251691
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_800x600_Similarity.jpg,768x1280,800x600,0.324266
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_800x480_Similarity.jpg,768x1280,800x480,0.616429
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280_Similarity.jpg,768x1280,768x1280,0.980751
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_720x1280_Similarity.jpg,768x1280,720x1280,0.975606
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_640x480_Similarity.jpg,768x1280,640x480,0.315047
2020-01-23_SafariSavannah_ZH-CN1462059349_768x1280.jpg,2020-01-23_SafariSavannah_ZH-CN1462059349_480x800_Similarity.jpg,768x1280,480x800,0.891993
