图片名,分辨率1,分辨率2,相似性检验结果
PRookery_ZH-CN2608300981,768x1280,1920x1080,0.482585
PRookery_ZH-CN2608300981,768x1280,1366x768,0.482527
PRookery_ZH-CN2608300981,768x1280,1280x768,0.727398
PRookery_ZH-CN2608300981,768x1280,1024x768,0.629242
PRookery_ZH-CN2608300981,768x1280,800x600,0.826211
PRookery_ZH-CN2608300981,768x1280,800x480,0.853287
PRookery_ZH-CN2608300981,768x1280,768x1280,1
PRookery_ZH-CN2608300981,768x1280,720x1280,0.99977
PRookery_ZH-CN2608300981,768x1280,640x480,0.82987
PRookery_ZH-CN2608300981,768x1280,480x800,0.597549
PRookery_ZH-CN2608300981,768x1280,400x240,0.868005
PRookery_ZH-CN2608300981,768x1280,320x240,0.825525
PRookery_ZH-CN2608300981,768x1280,240x320,0.85755
YunchengSaltLake_ZH-CN2717775996,768x1280,1920x1080,0.862457
YunchengSaltLake_ZH-CN2717775996,768x1280,1366x768,0.840933
YunchengSaltLake_ZH-CN2717775996,768x1280,1280x768,0.85522
YunchengSaltLake_ZH-CN2717775996,768x1280,1024x768,0.84639
YunchengSaltLake_ZH-CN2717775996,768x1280,800x600,0.858432
YunchengSaltLake_ZH-CN2717775996,768x1280,800x480,0.858321
YunchengSaltLake_ZH-CN2717775996,768x1280,768x1280,1
YunchengSaltLake_ZH-CN2717775996,768x1280,720x1280,0.997421
YunchengSaltLake_ZH-CN2717775996,768x1280,640x480,0.853684
YunchengSaltLake_ZH-CN2717775996,768x1280,480x800,0.897466
YunchengSaltLake_ZH-CN2717775996,768x1280,400x240,0.83551
YunchengSaltLake_ZH-CN2717775996,768x1280,320x240,0.851468
YunchengSaltLake_ZH-CN2717775996,768x1280,240x320,0.878588
RestormelCastle_ZH-CN2792284652,768x1280,1920x1080,0.70017
RestormelCastle_ZH-CN2792284652,768x1280,1366x768,0.694477
RestormelCastle_ZH-CN2792284652,768x1280,1280x768,0.773238
RestormelCastle_ZH-CN2792284652,768x1280,1024x768,0.65301
RestormelCastle_ZH-CN2792284652,768x1280,800x600,0.742273
RestormelCastle_ZH-CN2792284652,768x1280,800x480,0.718413
RestormelCastle_ZH-CN2792284652,768x1280,768x1280,1
RestormelCastle_ZH-CN2792284652,768x1280,720x1280,0.996258
RestormelCastle_ZH-CN2792284652,768x1280,640x480,0.734345
RestormelCastle_ZH-CN2792284652,768x1280,480x800,0.789583
RestormelCastle_ZH-CN2792284652,768x1280,400x240,0.731764
RestormelCastle_ZH-CN2792284652,768x1280,320x240,0.767714
RestormelCastle_ZH-CN2792284652,768x1280,240x320,0.672574
BlanketOctopus_ZH-CN2897003205,768x1280,1920x1080,0.999719
BlanketOctopus_ZH-CN2897003205,768x1280,1366x768,0.999726
BlanketOctopus_ZH-CN2897003205,768x1280,1280x768,0.999783
BlanketOctopus_ZH-CN2897003205,768x1280,1024x768,0.999719
BlanketOctopus_ZH-CN2897003205,768x1280,800x600,0.999757
BlanketOctopus_ZH-CN2897003205,768x1280,800x480,0.999773
BlanketOctopus_ZH-CN2897003205,768x1280,768x1280,1
BlanketOctopus_ZH-CN2897003205,768x1280,720x1280,0.999988
BlanketOctopus_ZH-CN2897003205,768x1280,640x480,0.999748
BlanketOctopus_ZH-CN2897003205,768x1280,480x800,0.999921
BlanketOctopus_ZH-CN2897003205,768x1280,400x240,0.999569
BlanketOctopus_ZH-CN2897003205,768x1280,320x240,0.999567
BlanketOctopus_ZH-CN2897003205,768x1280,240x320,0.999723
RoaringCascade_ZH-CN7814945705,768x1280,1920x1080,0.81815
RoaringCascade_ZH-CN7814945705,768x1280,1366x768,0.779042
RoaringCascade_ZH-CN7814945705,768x1280,1280x768,0.805071
RoaringCascade_ZH-CN7814945705,768x1280,1024x768,0.448662
RoaringCascade_ZH-CN7814945705,768x1280,800x600,0.779869
RoaringCascade_ZH-CN7814945705,768x1280,800x480,0.754142
RoaringCascade_ZH-CN7814945705,768x1280,768x1280,1
RoaringCascade_ZH-CN7814945705,768x1280,720x1280,0.99247
RoaringCascade_ZH-CN7814945705,768x1280,640x480,0.759115
RoaringCascade_ZH-CN7814945705,768x1280,480x800,0.930907
RoaringCascade_ZH-CN7814945705,768x1280,400x240,0.745218
RoaringCascade_ZH-CN7814945705,768x1280,320x240,0.722113
RoaringCascade_ZH-CN7814945705,768x1280,240x320,0.728738
AmericanFlyer_ZH-CN7955219009,768x1280,1920x1080,0.898356
AmericanFlyer_ZH-CN7955219009,768x1280,1366x768,0.893161
AmericanFlyer_ZH-CN7955219009,768x1280,1280x768,0.928623
AmericanFlyer_ZH-CN7955219009,768x1280,1024x768,0.791957
AmericanFlyer_ZH-CN7955219009,768x1280,800x600,0.863075
AmericanFlyer_ZH-CN7955219009,768x1280,800x480,0.92682
AmericanFlyer_ZH-CN7955219009,768x1280,768x1280,1
AmericanFlyer_ZH-CN7955219009,768x1280,720x1280,0.997291
AmericanFlyer_ZH-CN7955219009,768x1280,640x480,0.869433
AmericanFlyer_ZH-CN7955219009,768x1280,480x800,0.874678
AmericanFlyer_ZH-CN7955219009,768x1280,400x240,0.912799
AmericanFlyer_ZH-CN7955219009,768x1280,320x240,0.842464
AmericanFlyer_ZH-CN7955219009,768x1280,240x320,0.934403
GeghardMonastery_ZH-CN8114246142,768x1280,1920x1080,0.850113
GeghardMonastery_ZH-CN8114246142,768x1280,1366x768,0.846683
GeghardMonastery_ZH-CN8114246142,768x1280,1280x768,0.849136
GeghardMonastery_ZH-CN8114246142,768x1280,1024x768,0.783457
GeghardMonastery_ZH-CN8114246142,768x1280,800x600,0.774231
GeghardMonastery_ZH-CN8114246142,768x1280,800x480,0.877721
GeghardMonastery_ZH-CN8114246142,768x1280,768x1280,1
GeghardMonastery_ZH-CN8114246142,768x1280,720x1280,0.99788
GeghardMonastery_ZH-CN8114246142,768x1280,640x480,0.784304
GeghardMonastery_ZH-CN8114246142,768x1280,480x800,0.856287
GeghardMonastery_ZH-CN8114246142,768x1280,400x240,0.863501
GeghardMonastery_ZH-CN8114246142,768x1280,320x240,0.767052
GeghardMonastery_ZH-CN8114246142,768x1280,240x320,0.812557
MountCetatea_ZH-CN1440163984,768x1280,1920x1080,0.906658
MountCetatea_ZH-CN1440163984,768x1280,1366x768,0.922732
MountCetatea_ZH-CN1440163984,768x1280,1280x768,0.922643
MountCetatea_ZH-CN1440163984,768x1280,1024x768,0.855615
MountCetatea_ZH-CN1440163984,768x1280,800x600,0.874679
MountCetatea_ZH-CN1440163984,768x1280,800x480,0.932503
MountCetatea_ZH-CN1440163984,768x1280,768x1280,1
MountCetatea_ZH-CN1440163984,768x1280,720x1280,0.996752
MountCetatea_ZH-CN1440163984,768x1280,640x480,0.880189
MountCetatea_ZH-CN1440163984,768x1280,480x800,0.732768
MountCetatea_ZH-CN1440163984,768x1280,400x240,0.930883
MountCetatea_ZH-CN1440163984,768x1280,320x240,0.875448
MountCetatea_ZH-CN1440163984,768x1280,240x320,0.762686
TrueFox_ZH-CN9267249538,768x1280,1920x1080,0.892252
TrueFox_ZH-CN9267249538,768x1280,1366x768,0.82031
TrueFox_ZH-CN9267249538,768x1280,1280x768,0.835161
TrueFox_ZH-CN9267249538,768x1280,1024x768,0.885911
TrueFox_ZH-CN9267249538,768x1280,800x600,0.916963
TrueFox_ZH-CN9267249538,768x1280,800x480,0.908491
TrueFox_ZH-CN9267249538,768x1280,768x1280,1
TrueFox_ZH-CN9267249538,768x1280,720x1280,0.998759
TrueFox_ZH-CN9267249538,768x1280,640x480,0.909637
TrueFox_ZH-CN9267249538,768x1280,480x800,0.97405
TrueFox_ZH-CN9267249538,768x1280,400x240,0.898923
TrueFox_ZH-CN9267249538,768x1280,320x240,0.917651
TrueFox_ZH-CN9267249538,768x1280,240x320,0.941243
BavariaFossil_ZH-CN9418077316,768x1280,1920x1080,0.954078
BavariaFossil_ZH-CN9418077316,768x1280,1366x768,0.962338
BavariaFossil_ZH-CN9418077316,768x1280,1280x768,0.965928
BavariaFossil_ZH-CN9418077316,768x1280,1024x768,0.936551
BavariaFossil_ZH-CN9418077316,768x1280,800x600,0.922593
BavariaFossil_ZH-CN9418077316,768x1280,800x480,0.923235
BavariaFossil_ZH-CN9418077316,768x1280,768x1280,1
BavariaFossil_ZH-CN9418077316,768x1280,720x1280,0.999665
BavariaFossil_ZH-CN9418077316,768x1280,640x480,0.920779
BavariaFossil_ZH-CN9418077316,768x1280,480x800,0.977913
BavariaFossil_ZH-CN9418077316,768x1280,400x240,0.894401
BavariaFossil_ZH-CN9418077316,768x1280,320x240,0.883691
BavariaFossil_ZH-CN9418077316,768x1280,240x320,0.942858
OchreSeaStar_ZH-CN0656056433,768x1280,1920x1080,0.965567
OchreSeaStar_ZH-CN0656056433,768x1280,1366x768,0.942736
OchreSeaStar_ZH-CN0656056433,768x1280,1280x768,0.951006
OchreSeaStar_ZH-CN0656056433,768x1280,1024x768,0.951138
OchreSeaStar_ZH-CN0656056433,768x1280,800x600,0.938092
OchreSeaStar_ZH-CN0656056433,768x1280,800x480,0.927773
OchreSeaStar_ZH-CN0656056433,768x1280,768x1280,1
OchreSeaStar_ZH-CN0656056433,768x1280,720x1280,0.999701
OchreSeaStar_ZH-CN0656056433,768x1280,640x480,0.934135
OchreSeaStar_ZH-CN0656056433,768x1280,480x800,0.970873
OchreSeaStar_ZH-CN0656056433,768x1280,400x240,0.884577
OchreSeaStar_ZH-CN0656056433,768x1280,320x240,0.906401
OchreSeaStar_ZH-CN0656056433,768x1280,240x320,0.962314
WorldFoodDay_ZH-CN0834763150,768x1280,1920x1080,0.961112
WorldFoodDay_ZH-CN0834763150,768x1280,1366x768,0.981679
WorldFoodDay_ZH-CN0834763150,768x1280,1280x768,0.981839
WorldFoodDay_ZH-CN0834763150,768x1280,1024x768,0.933335
WorldFoodDay_ZH-CN0834763150,768x1280,800x600,0.890007
WorldFoodDay_ZH-CN0834763150,768x1280,800x480,0.926404
WorldFoodDay_ZH-CN0834763150,768x1280,768x1280,1
WorldFoodDay_ZH-CN0834763150,768x1280,720x1280,0.996993
WorldFoodDay_ZH-CN0834763150,768x1280,640x480,0.888933
WorldFoodDay_ZH-CN0834763150,768x1280,480x800,0.967639
WorldFoodDay_ZH-CN0834763150,768x1280,400x240,0.885566
WorldFoodDay_ZH-CN0834763150,768x1280,320x240,0.853407
WorldFoodDay_ZH-CN0834763150,768x1280,240x320,0.8859
PisgahNationalForest_ZH-CN0944504238,768x1280,1920x1080,0.761597
PisgahNationalForest_ZH-CN0944504238,768x1280,1366x768,0.765329
PisgahNationalForest_ZH-CN0944504238,768x1280,1280x768,0.788362
PisgahNationalForest_ZH-CN0944504238,768x1280,1024x768,0.902464
PisgahNationalForest_ZH-CN0944504238,768x1280,800x600,0.908068
PisgahNationalForest_ZH-CN0944504238,768x1280,800x480,0.879013
PisgahNationalForest_ZH-CN0944504238,768x1280,768x1280,1
PisgahNationalForest_ZH-CN0944504238,768x1280,720x1280,0.998986
PisgahNationalForest_ZH-CN0944504238,768x1280,640x480,0.910503
PisgahNationalForest_ZH-CN0944504238,768x1280,480x800,0.948137
PisgahNationalForest_ZH-CN0944504238,768x1280,400x240,0.879006
PisgahNationalForest_ZH-CN0944504238,768x1280,320x240,0.914673
PisgahNationalForest_ZH-CN0944504238,768x1280,240x320,0.98164
SitkaHarbor_ZH-CN1051522458,768x1280,1920x1080,0.61163
SitkaHarbor_ZH-CN1051522458,768x1280,1366x768,0.581484
SitkaHarbor_ZH-CN1051522458,768x1280,1280x768,0.564381
SitkaHarbor_ZH-CN1051522458,768x1280,1024x768,0.691741
SitkaHarbor_ZH-CN1051522458,768x1280,800x600,0.643375
SitkaHarbor_ZH-CN1051522458,768x1280,800x480,0.740632
SitkaHarbor_ZH-CN1051522458,768x1280,768x1280,1
SitkaHarbor_ZH-CN1051522458,768x1280,720x1280,0.995816
SitkaHarbor_ZH-CN1051522458,768x1280,640x480,0.633609
SitkaHarbor_ZH-CN1051522458,768x1280,480x800,0.365233
SitkaHarbor_ZH-CN1051522458,768x1280,400x240,0.65595
SitkaHarbor_ZH-CN1051522458,768x1280,320x240,0.555488
SitkaHarbor_ZH-CN1051522458,768x1280,240x320,0.428382
MatiSiTemple_ZH-CN1153907273,768x1280,1920x1080,0.951923
MatiSiTemple_ZH-CN1153907273,768x1280,1366x768,0.931809
MatiSiTemple_ZH-CN1153907273,768x1280,1280x768,0.941583
MatiSiTemple_ZH-CN1153907273,768x1280,1024x768,0.967697
MatiSiTemple_ZH-CN1153907273,768x1280,800x600,0.959227
MatiSiTemple_ZH-CN1153907273,768x1280,800x480,0.93275
MatiSiTemple_ZH-CN1153907273,768x1280,768x1280,1
MatiSiTemple_ZH-CN1153907273,768x1280,720x1280,0.999198
MatiSiTemple_ZH-CN1153907273,768x1280,640x480,0.957861
MatiSiTemple_ZH-CN1153907273,768x1280,480x800,0.991769
MatiSiTemple_ZH-CN1153907273,768x1280,400x240,0.927646
MatiSiTemple_ZH-CN1153907273,768x1280,320x240,0.949094
MatiSiTemple_ZH-CN1153907273,768x1280,240x320,0.969631
BLNC_ZH-CN1521633936,768x1280,1920x1080,0.965256
BLNC_ZH-CN1521633936,768x1280,1366x768,0.960949
BLNC_ZH-CN1521633936,768x1280,1280x768,0.984595
BLNC_ZH-CN1521633936,768x1280,1024x768,0.632746
BLNC_ZH-CN1521633936,768x1280,800x600,0.71287
BLNC_ZH-CN1521633936,768x1280,800x480,0.873955
BLNC_ZH-CN1521633936,768x1280,768x1280,1
BLNC_ZH-CN1521633936,768x1280,720x1280,0.975724
BLNC_ZH-CN1521633936,768x1280,640x480,0.715528
BLNC_ZH-CN1521633936,768x1280,480x800,0.950187
BLNC_ZH-CN1521633936,768x1280,400x240,0.788452
BLNC_ZH-CN1521633936,768x1280,320x240,0.634202
BLNC_ZH-CN1521633936,768x1280,240x320,0.878367
ChameleonIndonesia_ZH-CN1631787171,768x1280,1920x1080,0.703101
ChameleonIndonesia_ZH-CN1631787171,768x1280,1366x768,0.704281
ChameleonIndonesia_ZH-CN1631787171,768x1280,1280x768,0.710542
ChameleonIndonesia_ZH-CN1631787171,768x1280,1024x768,0.63051
ChameleonIndonesia_ZH-CN1631787171,768x1280,800x600,0.623233
ChameleonIndonesia_ZH-CN1631787171,768x1280,800x480,0.630544
ChameleonIndonesia_ZH-CN1631787171,768x1280,768x1280,1
ChameleonIndonesia_ZH-CN1631787171,768x1280,720x1280,0.984624
ChameleonIndonesia_ZH-CN1631787171,768x1280,640x480,0.620716
ChameleonIndonesia_ZH-CN1631787171,768x1280,480x800,0.787336
ChameleonIndonesia_ZH-CN1631787171,768x1280,400x240,0.604928
ChameleonIndonesia_ZH-CN1631787171,768x1280,320x240,0.587608
ChameleonIndonesia_ZH-CN1631787171,768x1280,240x320,0.634755
LauwersmeerNP_ZH-CN1771718843,768x1280,1920x1080,0.761292
LauwersmeerNP_ZH-CN1771718843,768x1280,1366x768,0.752471
LauwersmeerNP_ZH-CN1771718843,768x1280,1280x768,0.76537
LauwersmeerNP_ZH-CN1771718843,768x1280,1024x768,0.766214
LauwersmeerNP_ZH-CN1771718843,768x1280,800x600,0.819599
LauwersmeerNP_ZH-CN1771718843,768x1280,800x480,0.755903
LauwersmeerNP_ZH-CN1771718843,768x1280,768x1280,1
LauwersmeerNP_ZH-CN1771718843,768x1280,720x1280,0.988753
LauwersmeerNP_ZH-CN1771718843,768x1280,640x480,0.817735
LauwersmeerNP_ZH-CN1771718843,768x1280,480x800,0.886706
LauwersmeerNP_ZH-CN1771718843,768x1280,400x240,0.738629
LauwersmeerNP_ZH-CN1771718843,768x1280,320x240,0.807569
LauwersmeerNP_ZH-CN1771718843,768x1280,240x320,0.895668
BentsGeneral_ZH-CN7629263267,768x1280,1920x1080,0.860722
BentsGeneral_ZH-CN7629263267,768x1280,1366x768,0.865859
BentsGeneral_ZH-CN7629263267,768x1280,1280x768,0.870923
BentsGeneral_ZH-CN7629263267,768x1280,1024x768,0.875132
BentsGeneral_ZH-CN7629263267,768x1280,800x600,0.881668
BentsGeneral_ZH-CN7629263267,768x1280,800x480,0.921356
BentsGeneral_ZH-CN7629263267,768x1280,768x1280,1
BentsGeneral_ZH-CN7629263267,768x1280,720x1280,0.99662
BentsGeneral_ZH-CN7629263267,768x1280,640x480,0.882537
BentsGeneral_ZH-CN7629263267,768x1280,480x800,0.954715
BentsGeneral_ZH-CN7629263267,768x1280,400x240,0.913913
BentsGeneral_ZH-CN7629263267,768x1280,320x240,0.878927
BentsGeneral_ZH-CN7629263267,768x1280,240x320,0.913532
UNBuilding_ZH-CN7730281645,768x1280,1920x1080,0.611954
UNBuilding_ZH-CN7730281645,768x1280,1366x768,0.61241
UNBuilding_ZH-CN7730281645,768x1280,1280x768,0.641046
UNBuilding_ZH-CN7730281645,768x1280,1024x768,0.58058
UNBuilding_ZH-CN7730281645,768x1280,800x600,0.576367
UNBuilding_ZH-CN7730281645,768x1280,800x480,0.584268
UNBuilding_ZH-CN7730281645,768x1280,768x1280,1
UNBuilding_ZH-CN7730281645,768x1280,720x1280,0.98861
UNBuilding_ZH-CN7730281645,768x1280,640x480,0.586176
UNBuilding_ZH-CN7730281645,768x1280,480x800,0.809861
UNBuilding_ZH-CN7730281645,768x1280,400x240,0.571469
UNBuilding_ZH-CN7730281645,768x1280,320x240,0.573806
UNBuilding_ZH-CN7730281645,768x1280,240x320,0.772303
BCPumpkins_ZH-CN7878617476,768x1280,1920x1080,0.619456
BCPumpkins_ZH-CN7878617476,768x1280,1366x768,0.635507
BCPumpkins_ZH-CN7878617476,768x1280,1280x768,0.676519
BCPumpkins_ZH-CN7878617476,768x1280,1024x768,0.533078
BCPumpkins_ZH-CN7878617476,768x1280,800x600,0.677967
BCPumpkins_ZH-CN7878617476,768x1280,800x480,0.61535
BCPumpkins_ZH-CN7878617476,768x1280,768x1280,1
BCPumpkins_ZH-CN7878617476,768x1280,720x1280,0.996311
BCPumpkins_ZH-CN7878617476,768x1280,640x480,0.684231
BCPumpkins_ZH-CN7878617476,768x1280,480x800,0.699761
BCPumpkins_ZH-CN7878617476,768x1280,400x240,0.578229
BCPumpkins_ZH-CN7878617476,768x1280,320x240,0.665907
BCPumpkins_ZH-CN7878617476,768x1280,240x320,0.715017
CorfeDorset_ZH-CN8002715956,768x1280,1920x1080,0.850132
CorfeDorset_ZH-CN8002715956,768x1280,1366x768,0.852717
CorfeDorset_ZH-CN8002715956,768x1280,1280x768,0.866859
CorfeDorset_ZH-CN8002715956,768x1280,1024x768,0.869994
CorfeDorset_ZH-CN8002715956,768x1280,800x600,0.887439
CorfeDorset_ZH-CN8002715956,768x1280,800x480,0.859287
CorfeDorset_ZH-CN8002715956,768x1280,768x1280,1
CorfeDorset_ZH-CN8002715956,768x1280,720x1280,0.997424
CorfeDorset_ZH-CN8002715956,768x1280,640x480,0.883407
CorfeDorset_ZH-CN8002715956,768x1280,480x800,0.97752
CorfeDorset_ZH-CN8002715956,768x1280,400x240,0.864211
CorfeDorset_ZH-CN8002715956,768x1280,320x240,0.883832
CorfeDorset_ZH-CN8002715956,768x1280,240x320,0.937188
CambronBridge_ZH-CN8106321592,768x1280,1920x1080,0.837889
CambronBridge_ZH-CN8106321592,768x1280,1366x768,0.848543
CambronBridge_ZH-CN8106321592,768x1280,1280x768,0.905157
CambronBridge_ZH-CN8106321592,768x1280,1024x768,0.931933
CambronBridge_ZH-CN8106321592,768x1280,800x600,0.940735
CambronBridge_ZH-CN8106321592,768x1280,800x480,0.921436
CambronBridge_ZH-CN8106321592,768x1280,768x1280,1
CambronBridge_ZH-CN8106321592,768x1280,720x1280,0.997535
CambronBridge_ZH-CN8106321592,768x1280,640x480,0.932197
CambronBridge_ZH-CN8106321592,768x1280,480x800,0.951671
CambronBridge_ZH-CN8106321592,768x1280,400x240,0.884373
CambronBridge_ZH-CN8106321592,768x1280,320x240,0.901076
CambronBridge_ZH-CN8106321592,768x1280,240x320,0.930517
BasilicaVoto_ZH-CN8324675706,768x1280,1920x1080,0.839324
BasilicaVoto_ZH-CN8324675706,768x1280,1366x768,0.872353
BasilicaVoto_ZH-CN8324675706,768x1280,1280x768,0.952748
BasilicaVoto_ZH-CN8324675706,768x1280,1024x768,0.623128
BasilicaVoto_ZH-CN8324675706,768x1280,800x600,0.849351
BasilicaVoto_ZH-CN8324675706,768x1280,800x480,0.837162
BasilicaVoto_ZH-CN8324675706,768x1280,768x1280,1
BasilicaVoto_ZH-CN8324675706,768x1280,720x1280,0.984448
BasilicaVoto_ZH-CN8324675706,768x1280,640x480,0.844473
BasilicaVoto_ZH-CN8324675706,768x1280,480x800,0.837945
BasilicaVoto_ZH-CN8324675706,768x1280,400x240,0.84189
BasilicaVoto_ZH-CN8324675706,768x1280,320x240,0.810264
BasilicaVoto_ZH-CN8324675706,768x1280,240x320,0.861307
Mazezilla_ZH-CN8502282112,768x1280,1920x1080,0.96529
Mazezilla_ZH-CN8502282112,768x1280,1366x768,0.964503
Mazezilla_ZH-CN8502282112,768x1280,1280x768,0.98777
Mazezilla_ZH-CN8502282112,768x1280,1024x768,0.909024
Mazezilla_ZH-CN8502282112,768x1280,800x600,0.909017
Mazezilla_ZH-CN8502282112,768x1280,800x480,0.96037
Mazezilla_ZH-CN8502282112,768x1280,768x1280,1
Mazezilla_ZH-CN8502282112,768x1280,720x1280,0.999521
Mazezilla_ZH-CN8502282112,768x1280,640x480,0.915453
Mazezilla_ZH-CN8502282112,768x1280,480x800,0.905475
Mazezilla_ZH-CN8502282112,768x1280,400x240,0.949267
Mazezilla_ZH-CN8502282112,768x1280,320x240,0.91997
Mazezilla_ZH-CN8502282112,768x1280,240x320,0.926524
FishOwl_ZH-CN8751793312,768x1280,1920x1080,0.875795
FishOwl_ZH-CN8751793312,768x1280,1366x768,0.883306
FishOwl_ZH-CN8751793312,768x1280,1280x768,0.867762
FishOwl_ZH-CN8751793312,768x1280,1024x768,0.852249
FishOwl_ZH-CN8751793312,768x1280,800x600,0.948021
FishOwl_ZH-CN8751793312,768x1280,800x480,0.896375
FishOwl_ZH-CN8751793312,768x1280,768x1280,1
FishOwl_ZH-CN8751793312,768x1280,720x1280,0.991026
FishOwl_ZH-CN8751793312,768x1280,640x480,0.953665
FishOwl_ZH-CN8751793312,768x1280,480x800,0.930047
FishOwl_ZH-CN8751793312,768x1280,400x240,0.87769
FishOwl_ZH-CN8751793312,768x1280,320x240,0.896745
FishOwl_ZH-CN8751793312,768x1280,240x320,0.95315
GreyLady_ZH-CN8921039038,768x1280,1920x1080,0.957133
GreyLady_ZH-CN8921039038,768x1280,1366x768,0.951522
GreyLady_ZH-CN8921039038,768x1280,1280x768,0.969216
GreyLady_ZH-CN8921039038,768x1280,1024x768,0.978447
GreyLady_ZH-CN8921039038,768x1280,800x600,0.977939
GreyLady_ZH-CN8921039038,768x1280,800x480,0.977882
GreyLady_ZH-CN8921039038,768x1280,768x1280,1
GreyLady_ZH-CN8921039038,768x1280,720x1280,0.999364
GreyLady_ZH-CN8921039038,768x1280,640x480,0.980674
GreyLady_ZH-CN8921039038,768x1280,480x800,0.991627
GreyLady_ZH-CN8921039038,768x1280,400x240,0.977917
GreyLady_ZH-CN8921039038,768x1280,320x240,0.9737
GreyLady_ZH-CN8921039038,768x1280,240x320,0.981298
GorgeSavoie_ZH-CN9079188802,768x1280,1920x1080,0.899684
GorgeSavoie_ZH-CN9079188802,768x1280,1366x768,0.915253
GorgeSavoie_ZH-CN9079188802,768x1280,1280x768,0.952175
GorgeSavoie_ZH-CN9079188802,768x1280,1024x768,0.953888
GorgeSavoie_ZH-CN9079188802,768x1280,800x600,0.965028
GorgeSavoie_ZH-CN9079188802,768x1280,800x480,0.95529
GorgeSavoie_ZH-CN9079188802,768x1280,768x1280,1
GorgeSavoie_ZH-CN9079188802,768x1280,720x1280,0.998789
GorgeSavoie_ZH-CN9079188802,768x1280,640x480,0.963087
GorgeSavoie_ZH-CN9079188802,768x1280,480x800,0.986176
GorgeSavoie_ZH-CN9079188802,768x1280,400x240,0.934381
GorgeSavoie_ZH-CN9079188802,768x1280,320x240,0.931625
GorgeSavoie_ZH-CN9079188802,768x1280,240x320,0.940821
TorngatsMt_ZH-CN9391633217,768x1280,1920x1080,0.683604
TorngatsMt_ZH-CN9391633217,768x1280,1366x768,0.608721
TorngatsMt_ZH-CN9391633217,768x1280,1280x768,0.463169
TorngatsMt_ZH-CN9391633217,768x1280,1024x768,0.594822
TorngatsMt_ZH-CN9391633217,768x1280,800x600,0.640637
TorngatsMt_ZH-CN9391633217,768x1280,800x480,0.614302
TorngatsMt_ZH-CN9391633217,768x1280,768x1280,1
TorngatsMt_ZH-CN9391633217,768x1280,720x1280,0.997992
TorngatsMt_ZH-CN9391633217,768x1280,640x480,0.638596
TorngatsMt_ZH-CN9391633217,768x1280,480x800,0.568903
TorngatsMt_ZH-CN9391633217,768x1280,400x240,0.628492
TorngatsMt_ZH-CN9391633217,768x1280,320x240,0.63574
TorngatsMt_ZH-CN9391633217,768x1280,240x320,0.785341
LochLeum_ZH-CN9620588759,768x1280,1920x1080,0.836925
LochLeum_ZH-CN9620588759,768x1280,1366x768,0.827622
LochLeum_ZH-CN9620588759,768x1280,1280x768,0.841785
LochLeum_ZH-CN9620588759,768x1280,1024x768,0.76279
LochLeum_ZH-CN9620588759,768x1280,800x600,0.776433
LochLeum_ZH-CN9620588759,768x1280,800x480,0.793982
LochLeum_ZH-CN9620588759,768x1280,768x1280,1
LochLeum_ZH-CN9620588759,768x1280,720x1280,0.999151
LochLeum_ZH-CN9620588759,768x1280,640x480,0.777748
LochLeum_ZH-CN9620588759,768x1280,480x800,0.960869
LochLeum_ZH-CN9620588759,768x1280,400x240,0.794374
LochLeum_ZH-CN9620588759,768x1280,320x240,0.77303
LochLeum_ZH-CN9620588759,768x1280,240x320,0.977157
KobukRiver_ZH-CN9932342738,768x1280,1920x1080,0.952024
KobukRiver_ZH-CN9932342738,768x1280,1366x768,0.952832
KobukRiver_ZH-CN9932342738,768x1280,1280x768,0.952966
KobukRiver_ZH-CN9932342738,768x1280,1024x768,0.953291
KobukRiver_ZH-CN9932342738,768x1280,800x600,0.955553
KobukRiver_ZH-CN9932342738,768x1280,800x480,0.941758
KobukRiver_ZH-CN9932342738,768x1280,768x1280,1
KobukRiver_ZH-CN9932342738,768x1280,720x1280,0.998855
KobukRiver_ZH-CN9932342738,768x1280,640x480,0.94756
KobukRiver_ZH-CN9932342738,768x1280,480x800,0.965945
KobukRiver_ZH-CN9932342738,768x1280,400x240,0.903779
KobukRiver_ZH-CN9932342738,768x1280,320x240,0.962293
KobukRiver_ZH-CN9932342738,768x1280,240x320,0.980861
Albarracin_ZH-CN0019262872,768x1280,1920x1080,0.873755
Albarracin_ZH-CN0019262872,768x1280,1366x768,0.826983
Albarracin_ZH-CN0019262872,768x1280,1280x768,0.853235
Albarracin_ZH-CN0019262872,768x1280,1024x768,0.840696
Albarracin_ZH-CN0019262872,768x1280,800x600,0.853496
Albarracin_ZH-CN0019262872,768x1280,800x480,0.908548
Albarracin_ZH-CN0019262872,768x1280,768x1280,1
Albarracin_ZH-CN0019262872,768x1280,720x1280,0.996939
Albarracin_ZH-CN0019262872,768x1280,640x480,0.861032
Albarracin_ZH-CN0019262872,768x1280,480x800,0.922344
Albarracin_ZH-CN0019262872,768x1280,400x240,0.88875
Albarracin_ZH-CN0019262872,768x1280,320x240,0.853729
Albarracin_ZH-CN0019262872,768x1280,240x320,0.849842
TwoWest_ZH-CN9396182448,768x1280,1920x1080,0.982033
TwoWest_ZH-CN9396182448,768x1280,1366x768,0.979796
TwoWest_ZH-CN9396182448,768x1280,1280x768,0.986111
TwoWest_ZH-CN9396182448,768x1280,1024x768,0.980039
