图片名,分辨率1,分辨率2,相似性检验结果
TrumpeterWinter_ZH-CN6156392179,768x1280,800x480,0.905947
TrumpeterWinter_ZH-CN6156392179,768x1280,768x1280,1
TrumpeterWinter_ZH-CN6156392179,768x1280,720x1280,0.998794
TrumpeterWinter_ZH-CN6156392179,768x1280,640x480,0.931154
TrumpeterWinter_ZH-CN6156392179,768x1280,480x800,0.938084
TrumpeterWinter_ZH-CN6156392179,768x1280,400x240,0.886489
TrumpeterWinter_ZH-CN6156392179,768x1280,320x240,0.919262
TrumpeterWinter_ZH-CN6156392179,768x1280,240x320,0.926186
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,1920x1080,0.631638
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,1366x768,0.572023
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,1280x768,0.64067
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,1024x768,0.59871
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,800x600,0.619798
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,800x480,0.922204
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,768x1280,1
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,720x1280,0.998496
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,640x480,0.623194
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,480x800,0.986323
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,400x240,0.853337
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,320x240,0.631823
RamsauHinterseeEislauf_ZH-CN9685733410,768x1280,240x320,0.648142
SkyIslands_ZH-CN6229467399,768x1280,1920x1080,0.818379
SkyIslands_ZH-CN6229467399,768x1280,1366x768,0.806557
SkyIslands_ZH-CN6229467399,768x1280,1280x768,0.820825
SkyIslands_ZH-CN6229467399,768x1280,1024x768,0.724122
SkyIslands_ZH-CN6229467399,768x1280,800x600,0.726271
SkyIslands_ZH-CN6229467399,768x1280,800x480,0.788784
SkyIslands_ZH-CN6229467399,768x1280,768x1280,1
SkyIslands_ZH-CN6229467399,768x1280,720x1280,0.997702
SkyIslands_ZH-CN6229467399,768x1280,640x480,0.720545
SkyIslands_ZH-CN6229467399,768x1280,480x800,0.692231
SkyIslands_ZH-CN6229467399,768x1280,400x240,0.785058
SkyIslands_ZH-CN6229467399,768x1280,320x240,0.704083
SkyIslands_ZH-CN6229467399,768x1280,240x320,0.627006
NYEBacknang_ZH-CN6301969939,768x1280,1920x1080,0.786473
NYEBacknang_ZH-CN6301969939,768x1280,1366x768,0.803094
NYEBacknang_ZH-CN6301969939,768x1280,1280x768,0.843397
NYEBacknang_ZH-CN6301969939,768x1280,1024x768,0.767056
NYEBacknang_ZH-CN6301969939,768x1280,800x600,0.846798
NYEBacknang_ZH-CN6301969939,768x1280,800x480,0.876798
NYEBacknang_ZH-CN6301969939,768x1280,768x1280,1
NYEBacknang_ZH-CN6301969939,768x1280,720x1280,0.998597
NYEBacknang_ZH-CN6301969939,768x1280,640x480,0.826556
NYEBacknang_ZH-CN6301969939,768x1280,480x800,0.846876
NYEBacknang_ZH-CN6301969939,768x1280,400x240,0.831094
NYEBacknang_ZH-CN6301969939,768x1280,320x240,0.814202
NYEBacknang_ZH-CN6301969939,768x1280,240x320,0.821444
SnowHare_ZH-CN9767012872,768x1280,1920x1080,0.591785
SnowHare_ZH-CN9767012872,768x1280,1366x768,0.567507
SnowHare_ZH-CN9767012872,768x1280,1280x768,0.650051
SnowHare_ZH-CN9767012872,768x1280,1024x768,0.738148
SnowHare_ZH-CN9767012872,768x1280,800x600,0.759137
SnowHare_ZH-CN9767012872,768x1280,800x480,0.719644
SnowHare_ZH-CN9767012872,768x1280,768x1280,1
SnowHare_ZH-CN9767012872,768x1280,720x1280,0.997611
SnowHare_ZH-CN9767012872,768x1280,640x480,0.762434
SnowHare_ZH-CN9767012872,768x1280,480x800,0.889378
SnowHare_ZH-CN9767012872,768x1280,400x240,0.721661
SnowHare_ZH-CN9767012872,768x1280,320x240,0.74114
SnowHare_ZH-CN9767012872,768x1280,240x320,0.694939
WhirlpoolFinland_ZH-CN6473757145,768x1280,1920x1080,0.688396
WhirlpoolFinland_ZH-CN6473757145,768x1280,1366x768,0.777819
WhirlpoolFinland_ZH-CN6473757145,768x1280,1280x768,0.812197
WhirlpoolFinland_ZH-CN6473757145,768x1280,1024x768,0.916582
WhirlpoolFinland_ZH-CN6473757145,768x1280,800x600,0.920809
WhirlpoolFinland_ZH-CN6473757145,768x1280,800x480,0.861958
WhirlpoolFinland_ZH-CN6473757145,768x1280,768x1280,1
WhirlpoolFinland_ZH-CN6473757145,768x1280,720x1280,0.999622
WhirlpoolFinland_ZH-CN6473757145,768x1280,640x480,0.914367
WhirlpoolFinland_ZH-CN6473757145,768x1280,480x800,0.977483
WhirlpoolFinland_ZH-CN6473757145,768x1280,400x240,0.844501
WhirlpoolFinland_ZH-CN6473757145,768x1280,320x240,0.896237
WhirlpoolFinland_ZH-CN6473757145,768x1280,240x320,0.879565
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,1920x1080,0.786844
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,1366x768,0.78647
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,1280x768,0.80583
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,1024x768,0.812595
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,800x600,0.846364
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,800x480,0.871239
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,768x1280,1
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,720x1280,0.998469
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,640x480,0.863008
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,480x800,0.923862
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,400x240,0.860891
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,320x240,0.854522
SnowdoniaDolwyddelan_ZH-CN0238391772,768x1280,240x320,0.892738
WhiteLeviathan_ZH-CN0294518235,768x1280,1920x1080,0.528332
WhiteLeviathan_ZH-CN0294518235,768x1280,1366x768,0.572212
WhiteLeviathan_ZH-CN0294518235,768x1280,1280x768,0.559896
WhiteLeviathan_ZH-CN0294518235,768x1280,1024x768,0.583796
WhiteLeviathan_ZH-CN0294518235,768x1280,800x600,0.625624
WhiteLeviathan_ZH-CN0294518235,768x1280,800x480,0.716066
WhiteLeviathan_ZH-CN0294518235,768x1280,768x1280,1
WhiteLeviathan_ZH-CN0294518235,768x1280,720x1280,0.999682
WhiteLeviathan_ZH-CN0294518235,768x1280,640x480,0.618724
WhiteLeviathan_ZH-CN0294518235,768x1280,480x800,0.403538
WhiteLeviathan_ZH-CN0294518235,768x1280,400x240,0.7106
WhiteLeviathan_ZH-CN0294518235,768x1280,320x240,0.617014
WhiteLeviathan_ZH-CN0294518235,768x1280,240x320,0.511407
BurrowingParakeets_ZH-CN0370351657,768x1280,1920x1080,0.931068
BurrowingParakeets_ZH-CN0370351657,768x1280,1366x768,0.929612
BurrowingParakeets_ZH-CN0370351657,768x1280,1280x768,0.937544
BurrowingParakeets_ZH-CN0370351657,768x1280,1024x768,0.972069
BurrowingParakeets_ZH-CN0370351657,768x1280,800x600,0.974928
BurrowingParakeets_ZH-CN0370351657,768x1280,800x480,0.961104
BurrowingParakeets_ZH-CN0370351657,768x1280,768x1280,1
BurrowingParakeets_ZH-CN0370351657,768x1280,720x1280,0.999607
BurrowingParakeets_ZH-CN0370351657,768x1280,640x480,0.973419
BurrowingParakeets_ZH-CN0370351657,768x1280,480x800,0.988932
BurrowingParakeets_ZH-CN0370351657,768x1280,400x240,0.959324
BurrowingParakeets_ZH-CN0370351657,768x1280,320x240,0.974515
BurrowingParakeets_ZH-CN0370351657,768x1280,240x320,0.981532
TrakaiLithuania_ZH-CN0447602818,768x1280,1920x1080,0.641321
TrakaiLithuania_ZH-CN0447602818,768x1280,1366x768,0.628868
TrakaiLithuania_ZH-CN0447602818,768x1280,1280x768,0.640617
TrakaiLithuania_ZH-CN0447602818,768x1280,1024x768,0.379819
TrakaiLithuania_ZH-CN0447602818,768x1280,800x600,0.383229
TrakaiLithuania_ZH-CN0447602818,768x1280,800x480,0.566684
TrakaiLithuania_ZH-CN0447602818,768x1280,768x1280,1
TrakaiLithuania_ZH-CN0447602818,768x1280,720x1280,0.996733
TrakaiLithuania_ZH-CN0447602818,768x1280,640x480,0.395566
TrakaiLithuania_ZH-CN0447602818,768x1280,480x800,0.639486
TrakaiLithuania_ZH-CN0447602818,768x1280,400x240,0.550988
TrakaiLithuania_ZH-CN0447602818,768x1280,320x240,0.385171
TrakaiLithuania_ZH-CN0447602818,768x1280,240x320,0.350792
GalileoMoons_ZH-CN0498325568,768x1280,1920x1080,0.999966
GalileoMoons_ZH-CN0498325568,768x1280,1366x768,0.999966
GalileoMoons_ZH-CN0498325568,768x1280,1280x768,0.0959352
GalileoMoons_ZH-CN0498325568,768x1280,1024x768,0.999941
GalileoMoons_ZH-CN0498325568,768x1280,800x600,0.0610037
GalileoMoons_ZH-CN0498325568,768x1280,800x480,0.999977
GalileoMoons_ZH-CN0498325568,768x1280,768x1280,1
GalileoMoons_ZH-CN0498325568,768x1280,720x1280,0.0695285
GalileoMoons_ZH-CN0498325568,768x1280,640x480,0.0679047
GalileoMoons_ZH-CN0498325568,768x1280,480x800,0.0682557
GalileoMoons_ZH-CN0498325568,768x1280,400x240,0.108453
GalileoMoons_ZH-CN0498325568,768x1280,320x240,0.0463283
GalileoMoons_ZH-CN0498325568,768x1280,240x320,0.999827
HeavensGate_ZH-CN0588204832,768x1280,1920x1080,0.760817
HeavensGate_ZH-CN0588204832,768x1280,1366x768,0.727229
HeavensGate_ZH-CN0588204832,768x1280,1280x768,0.739972
HeavensGate_ZH-CN0588204832,768x1280,1024x768,0.664691
HeavensGate_ZH-CN0588204832,768x1280,800x600,0.662106
HeavensGate_ZH-CN0588204832,768x1280,800x480,0.718665
HeavensGate_ZH-CN0588204832,768x1280,768x1280,1
HeavensGate_ZH-CN0588204832,768x1280,720x1280,0.994157
HeavensGate_ZH-CN0588204832,768x1280,640x480,0.653112
HeavensGate_ZH-CN0588204832,768x1280,480x800,0.709016
HeavensGate_ZH-CN0588204832,768x1280,400x240,0.673843
HeavensGate_ZH-CN0588204832,768x1280,320x240,0.612779
HeavensGate_ZH-CN0588204832,768x1280,240x320,0.844786
MuirWoods_ZH-CN0717974254,768x1280,1920x1080,0.942027
MuirWoods_ZH-CN0717974254,768x1280,1366x768,0.936337
MuirWoods_ZH-CN0717974254,768x1280,1280x768,0.941084
MuirWoods_ZH-CN0717974254,768x1280,1024x768,0.951675
MuirWoods_ZH-CN0717974254,768x1280,800x600,0.971753
MuirWoods_ZH-CN0717974254,768x1280,800x480,0.962937
MuirWoods_ZH-CN0717974254,768x1280,768x1280,1
MuirWoods_ZH-CN0717974254,768x1280,720x1280,0.999319
MuirWoods_ZH-CN0717974254,768x1280,640x480,0.97144
MuirWoods_ZH-CN0717974254,768x1280,480x800,0.976994
MuirWoods_ZH-CN0717974254,768x1280,400x240,0.956729
MuirWoods_ZH-CN0717974254,768x1280,320x240,0.96143
MuirWoods_ZH-CN0717974254,768x1280,240x320,0.94716
AppleDayGermany_ZH-CN1629069245,768x1280,1920x1080,0.86021
AppleDayGermany_ZH-CN1629069245,768x1280,1366x768,0.862518
AppleDayGermany_ZH-CN1629069245,768x1280,1280x768,0.893207
AppleDayGermany_ZH-CN1629069245,768x1280,1024x768,0.892151
AppleDayGermany_ZH-CN1629069245,768x1280,800x600,0.902141
AppleDayGermany_ZH-CN1629069245,768x1280,800x480,0.910055
AppleDayGermany_ZH-CN1629069245,768x1280,768x1280,1
AppleDayGermany_ZH-CN1629069245,768x1280,720x1280,0.997991
AppleDayGermany_ZH-CN1629069245,768x1280,640x480,0.899574
AppleDayGermany_ZH-CN1629069245,768x1280,480x800,0.992148
AppleDayGermany_ZH-CN1629069245,768x1280,400x240,0.8975
AppleDayGermany_ZH-CN1629069245,768x1280,320x240,0.904804
AppleDayGermany_ZH-CN1629069245,768x1280,240x320,0.971428
Rakan_ZH-CN8521004423,768x1280,1920x1080,0.85143
Rakan_ZH-CN8521004423,768x1280,1366x768,0.873599
Rakan_ZH-CN8521004423,768x1280,1280x768,0.899086
Rakan_ZH-CN8521004423,768x1280,1024x768,0.777553
Rakan_ZH-CN8521004423,768x1280,800x600,0.930012
Rakan_ZH-CN8521004423,768x1280,800x480,0.862283
Rakan_ZH-CN8521004423,768x1280,768x1280,1
Rakan_ZH-CN8521004423,768x1280,720x1280,0.995688
Rakan_ZH-CN8521004423,768x1280,640x480,0.922403
Rakan_ZH-CN8521004423,768x1280,480x800,0.870832
Rakan_ZH-CN8521004423,768x1280,400x240,0.796532
Rakan_ZH-CN8521004423,768x1280,320x240,0.872882
Rakan_ZH-CN8521004423,768x1280,240x320,0.868102
Zugspitze_ZH-CN1831794930,768x1280,1920x1080,0.888031
Zugspitze_ZH-CN1831794930,768x1280,1366x768,0.851669
Zugspitze_ZH-CN1831794930,768x1280,1280x768,0.853825
Zugspitze_ZH-CN1831794930,768x1280,1024x768,0.819764
Zugspitze_ZH-CN1831794930,768x1280,800x600,0.795262
Zugspitze_ZH-CN1831794930,768x1280,800x480,0.711395
Zugspitze_ZH-CN1831794930,768x1280,768x1280,1
Zugspitze_ZH-CN1831794930,768x1280,720x1280,0.99895
Zugspitze_ZH-CN1831794930,768x1280,640x480,0.790732
Zugspitze_ZH-CN1831794930,768x1280,480x800,0.880726
Zugspitze_ZH-CN1831794930,768x1280,400x240,0.653096
Zugspitze_ZH-CN1831794930,768x1280,320x240,0.771761
Zugspitze_ZH-CN1831794930,768x1280,240x320,0.841792
SeventeenSolstice_ZH-CN4901756341,768x1280,1920x1080,0.704374
SeventeenSolstice_ZH-CN4901756341,768x1280,1366x768,0.706931
SeventeenSolstice_ZH-CN4901756341,768x1280,1280x768,0.717909
SeventeenSolstice_ZH-CN4901756341,768x1280,1024x768,0.790178
SeventeenSolstice_ZH-CN4901756341,768x1280,800x600,0.780154
SeventeenSolstice_ZH-CN4901756341,768x1280,800x480,0.778614
SeventeenSolstice_ZH-CN4901756341,768x1280,768x1280,1
SeventeenSolstice_ZH-CN4901756341,768x1280,720x1280,0.998224
SeventeenSolstice_ZH-CN4901756341,768x1280,640x480,0.774393
SeventeenSolstice_ZH-CN4901756341,768x1280,480x800,0.804633
SeventeenSolstice_ZH-CN4901756341,768x1280,400x240,0.76742
SeventeenSolstice_ZH-CN4901756341,768x1280,320x240,0.761824
SeventeenSolstice_ZH-CN4901756341,768x1280,240x320,0.749832
MuskOxWinter_ZH-CN2030874541,768x1280,1920x1080,0.171595
MuskOxWinter_ZH-CN2030874541,768x1280,1366x768,0.17134
MuskOxWinter_ZH-CN2030874541,768x1280,1280x768,0.227525
MuskOxWinter_ZH-CN2030874541,768x1280,1024x768,0.068561
MuskOxWinter_ZH-CN2030874541,768x1280,800x600,0.227774
MuskOxWinter_ZH-CN2030874541,768x1280,800x480,0.353112
MuskOxWinter_ZH-CN2030874541,768x1280,768x1280,1
MuskOxWinter_ZH-CN2030874541,768x1280,720x1280,0.999959
MuskOxWinter_ZH-CN2030874541,768x1280,640x480,0.264895
MuskOxWinter_ZH-CN2030874541,768x1280,480x800,0.960019
MuskOxWinter_ZH-CN2030874541,768x1280,400x240,0.41327
MuskOxWinter_ZH-CN2030874541,768x1280,320x240,0.264594
MuskOxWinter_ZH-CN2030874541,768x1280,240x320,0.230739
Boudhanath_ZH-CN2114569722,768x1280,1920x1080,0.976725
Boudhanath_ZH-CN2114569722,768x1280,1366x768,0.980729
Boudhanath_ZH-CN2114569722,768x1280,1280x768,0.985282
Boudhanath_ZH-CN2114569722,768x1280,1024x768,0.960429
Boudhanath_ZH-CN2114569722,768x1280,800x600,0.961757
Boudhanath_ZH-CN2114569722,768x1280,800x480,0.970309
Boudhanath_ZH-CN2114569722,768x1280,768x1280,1
Boudhanath_ZH-CN2114569722,768x1280,720x1280,0.998855
Boudhanath_ZH-CN2114569722,768x1280,640x480,0.961589
Boudhanath_ZH-CN2114569722,768x1280,480x800,0.990857
Boudhanath_ZH-CN2114569722,768x1280,400x240,0.953966
Boudhanath_ZH-CN2114569722,768x1280,320x240,0.94221
Boudhanath_ZH-CN2114569722,768x1280,240x320,0.941841
ValGardena_ZH-CN3346883933,768x1280,1920x1080,0.87235
ValGardena_ZH-CN3346883933,768x1280,1366x768,0.886186
ValGardena_ZH-CN3346883933,768x1280,1280x768,0.897932
ValGardena_ZH-CN3346883933,768x1280,1024x768,0.747476
ValGardena_ZH-CN3346883933,768x1280,800x600,0.802859
ValGardena_ZH-CN3346883933,768x1280,800x480,0.884082
ValGardena_ZH-CN3346883933,768x1280,768x1280,1
ValGardena_ZH-CN3346883933,768x1280,720x1280,0.996872
ValGardena_ZH-CN3346883933,768x1280,640x480,0.816914
ValGardena_ZH-CN3346883933,768x1280,480x800,0.950296
ValGardena_ZH-CN3346883933,768x1280,400x240,0.890092
ValGardena_ZH-CN3346883933,768x1280,320x240,0.805038
ValGardena_ZH-CN3346883933,768x1280,240x320,0.861233
CormorantMackerel_ZH-CN1167678548,768x1280,1920x1080,0.981579
CormorantMackerel_ZH-CN1167678548,768x1280,1366x768,0.976464
CormorantMackerel_ZH-CN1167678548,768x1280,1280x768,0.975777
CormorantMackerel_ZH-CN1167678548,768x1280,1024x768,0.99142
CormorantMackerel_ZH-CN1167678548,768x1280,800x600,0.978854
CormorantMackerel_ZH-CN1167678548,768x1280,800x480,0.975158
CormorantMackerel_ZH-CN1167678548,768x1280,768x1280,1
CormorantMackerel_ZH-CN1167678548,768x1280,720x1280,0.99954
CormorantMackerel_ZH-CN1167678548,768x1280,640x480,0.977488
CormorantMackerel_ZH-CN1167678548,768x1280,480x800,0.993063
CormorantMackerel_ZH-CN1167678548,768x1280,400x240,0.958371
CormorantMackerel_ZH-CN1167678548,768x1280,320x240,0.951324
CormorantMackerel_ZH-CN1167678548,768x1280,240x320,0.981845
GypsumSand_ZH-CN1223884637,768x1280,1920x1080,0.771149
GypsumSand_ZH-CN1223884637,768x1280,1366x768,0.775851
GypsumSand_ZH-CN1223884637,768x1280,1280x768,0.802877
GypsumSand_ZH-CN1223884637,768x1280,1024x768,0.790082
GypsumSand_ZH-CN1223884637,768x1280,800x600,0.796659
GypsumSand_ZH-CN1223884637,768x1280,800x480,0.859607
GypsumSand_ZH-CN1223884637,768x1280,768x1280,1
GypsumSand_ZH-CN1223884637,768x1280,720x1280,0.997601
GypsumSand_ZH-CN1223884637,768x1280,640x480,0.787225
GypsumSand_ZH-CN1223884637,768x1280,480x800,0.976995
GypsumSand_ZH-CN1223884637,768x1280,400x240,0.85357
GypsumSand_ZH-CN1223884637,768x1280,320x240,0.787755
GypsumSand_ZH-CN1223884637,768x1280,240x320,0.922492
SpeedFlying_ZH-CN1276366046,768x1280,1920x1080,0.822212
SpeedFlying_ZH-CN1276366046,768x1280,1366x768,0.80148
SpeedFlying_ZH-CN1276366046,768x1280,1280x768,0.76827
SpeedFlying_ZH-CN1276366046,768x1280,1024x768,0.77518
SpeedFlying_ZH-CN1276366046,768x1280,800x600,0.76526
SpeedFlying_ZH-CN1276366046,768x1280,800x480,0.777932
SpeedFlying_ZH-CN1276366046,768x1280,768x1280,1
SpeedFlying_ZH-CN1276366046,768x1280,720x1280,0.998823
SpeedFlying_ZH-CN1276366046,768x1280,640x480,0.756053
SpeedFlying_ZH-CN1276366046,768x1280,480x800,0.896503
SpeedFlying_ZH-CN1276366046,768x1280,400x240,0.768725
SpeedFlying_ZH-CN1276366046,768x1280,320x240,0.754534
SpeedFlying_ZH-CN1276366046,768x1280,240x320,0.881707
SunlitScree_ZH-CN7556627842,768x1280,1920x1080,0.773235
SunlitScree_ZH-CN7556627842,768x1280,1366x768,0.727998
SunlitScree_ZH-CN7556627842,768x1280,1280x768,0.153744
SunlitScree_ZH-CN7556627842,768x1280,1024x768,0.607409
SunlitScree_ZH-CN7556627842,768x1280,800x600,0.639964
SunlitScree_ZH-CN7556627842,768x1280,800x480,0.756666
SunlitScree_ZH-CN7556627842,768x1280,768x1280,1
SunlitScree_ZH-CN7556627842,768x1280,720x1280,0.995794
SunlitScree_ZH-CN7556627842,768x1280,640x480,0.633
SunlitScree_ZH-CN7556627842,768x1280,480x800,0.81571
SunlitScree_ZH-CN7556627842,768x1280,400x240,0.781038
SunlitScree_ZH-CN7556627842,768x1280,320x240,0.623885
SunlitScree_ZH-CN7556627842,768x1280,240x320,0.923742
HighlandsSquirrel_ZH-CN1369975915,768x1280,1920x1080,0.974708
HighlandsSquirrel_ZH-CN1369975915,768x1280,1366x768,0.975742
HighlandsSquirrel_ZH-CN1369975915,768x1280,1280x768,0.976523
HighlandsSquirrel_ZH-CN1369975915,768x1280,1024x768,0.964418
HighlandsSquirrel_ZH-CN1369975915,768x1280,800x600,0.966102
HighlandsSquirrel_ZH-CN1369975915,768x1280,800x480,0.970556
HighlandsSquirrel_ZH-CN1369975915,768x1280,768x1280,1
HighlandsSquirrel_ZH-CN1369975915,768x1280,720x1280,0.998449
HighlandsSquirrel_ZH-CN1369975915,768x1280,640x480,0.968397
HighlandsSquirrel_ZH-CN1369975915,768x1280,480x800,0.995056
HighlandsSquirrel_ZH-CN1369975915,768x1280,400x240,0.973524
HighlandsSquirrel_ZH-CN1369975915,768x1280,320x240,0.964578
HighlandsSquirrel_ZH-CN1369975915,768x1280,240x320,0.98545
WhitehorseLights_ZH-CN1415339570,768x1280,1920x1080,0.819107
WhitehorseLights_ZH-CN1415339570,768x1280,1366x768,0.802997
WhitehorseLights_ZH-CN1415339570,768x1280,1280x768,0.772787
WhitehorseLights_ZH-CN1415339570,768x1280,1024x768,0.839385
WhitehorseLights_ZH-CN1415339570,768x1280,800x600,0.781965
WhitehorseLights_ZH-CN1415339570,768x1280,800x480,0.820615
WhitehorseLights_ZH-CN1415339570,768x1280,768x1280,1
WhitehorseLights_ZH-CN1415339570,768x1280,720x1280,0.994729
WhitehorseLights_ZH-CN1415339570,768x1280,640x480,0.813457
WhitehorseLights_ZH-CN1415339570,768x1280,480x800,0.94908
WhitehorseLights_ZH-CN1415339570,768x1280,400x240,0.678362
WhitehorseLights_ZH-CN1415339570,768x1280,320x240,0.715532
WhitehorseLights_ZH-CN1415339570,768x1280,240x320,0.81118
SafariSavannah_ZH-CN1462059349,768x1280,1920x1080,0.527109
SafariSavannah_ZH-CN1462059349,768x1280,1366x768,0.474528
SafariSavannah_ZH-CN1462059349,768x1280,1280x768,0.474135
SafariSavannah_ZH-CN1462059349,768x1280,1024x768,0.286998
SafariSavannah_ZH-CN1462059349,768x1280,800x600,0.400876
SafariSavannah_ZH-CN1462059349,768x1280,800x480,0.666578
SafariSavannah_ZH-CN1462059349,768x1280,768x1280,1
SafariSavannah_ZH-CN1462059349,768x1280,720x1280,0.99576
SafariSavannah_ZH-CN1462059349,768x1280,640x480,0.39426
SafariSavannah_ZH-CN1462059349,768x1280,480x800,0.927422
SafariSavannah_ZH-CN1462059349,768x1280,400x240,0.6698
SafariSavannah_ZH-CN1462059349,768x1280,320x240,0.364207
SafariSavannah_ZH-CN1462059349,768x1280,240x320,0.646126
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,1920x1080,0.996278
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,1366x768,0.99664
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,1280x768,0.997028
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,1024x768,0.997063
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,800x600,0.992822
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,800x480,0.993638
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,768x1280,1
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,720x1280,0.999903
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,640x480,0.992603
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,480x800,-0.00595237
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,400x240,-0.00420329
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,320x240,0.988167
Lunarnewyeareve2020_ZH-CN1514309048,768x1280,240x320,0.993553
Lunarnewyear2020_ZH-CN1554492287,768x1280,1920x1080,0.970232
Lunarnewyear2020_ZH-CN1554492287,768x1280,1366x768,0.973926
Lunarnewyear2020_ZH-CN1554492287,768x1280,1280x768,0.97313
Lunarnewyear2020_ZH-CN1554492287,768x1280,1024x768,0.883344
Lunarnewyear2020_ZH-CN1554492287,768x1280,800x600,0.921727
Lunarnewyear2020_ZH-CN1554492287,768x1280,800x480,0.95504
Lunarnewyear2020_ZH-CN1554492287,768x1280,768x1280,1
Lunarnewyear2020_ZH-CN1554492287,768x1280,720x1280,0.999624
Lunarnewyear2020_ZH-CN1554492287,768x1280,640x480,0.919673
Lunarnewyear2020_ZH-CN1554492287,768x1280,480x800,0.989236
Lunarnewyear2020_ZH-CN1554492287,768x1280,400x240,0.926126
Lunarnewyear2020_ZH-CN1554492287,768x1280,320x240,0.886687
Lunarnewyear2020_ZH-CN1554492287,768x1280,240x320,0.981823
TajRepublic_ZH-CN1657162292,768x1280,1920x1080,0.610964
TajRepublic_ZH-CN1657162292,768x1280,1366x768,0.61137
TajRepublic_ZH-CN1657162292,768x1280,1280x768,0.602579
TajRepublic_ZH-CN1657162292,768x1280,1024x768,0.700974
TajRepublic_ZH-CN1657162292,768x1280,800x600,0.708973
TajRepublic_ZH-CN1657162292,768x1280,800x480,0.706714
TajRepublic_ZH-CN1657162292,768x1280,768x1280,1
TajRepublic_ZH-CN1657162292,768x1280,720x1280,0.997714
TajRepublic_ZH-CN1657162292,768x1280,640x480,0.705363
TajRepublic_ZH-CN1657162292,768x1280,480x800,0.862698
TajRepublic_ZH-CN1657162292,768x1280,400x240,0.701657
TajRepublic_ZH-CN1657162292,768x1280,320x240,0.712375
TajRepublic_ZH-CN1657162292,768x1280,240x320,0.860096
NYCLitUp_ZH-CN1703735322,768x1280,1920x1080,0.819173
NYCLitUp_ZH-CN1703735322,768x1280,1366x768,0.857487
NYCLitUp_ZH-CN1703735322,768x1280,1280x768,0.940637
NYCLitUp_ZH-CN1703735322,768x1280,1024x768,0.713943
NYCLitUp_ZH-CN1703735322,768x1280,800x600,0.903286
NYCLitUp_ZH-CN1703735322,768x1280,800x480,0.946383
NYCLitUp_ZH-CN1703735322,768x1280,768x1280,1
NYCLitUp_ZH-CN1703735322,768x1280,720x1280,0.994294
NYCLitUp_ZH-CN1703735322,768x1280,640x480,0.930571
NYCLitUp_ZH-CN1703735322,768x1280,480x800,0.941338
NYCLitUp_ZH-CN1703735322,768x1280,400x240,0.929889
NYCLitUp_ZH-CN1703735322,768x1280,320x240,0.924628
NYCLitUp_ZH-CN1703735322,768x1280,240x320,0.911378
AerialKluaneNP_ZH-CN4080112842,768x1280,1920x1080,0.821364
AerialKluaneNP_ZH-CN4080112842,768x1280,1366x768,0.837946
AerialKluaneNP_ZH-CN4080112842,768x1280,1280x768,0.882745
AerialKluaneNP_ZH-CN4080112842,768x1280,1024x768,0.912445
AerialKluaneNP_ZH-CN4080112842,768x1280,800x600,0.954412
AerialKluaneNP_ZH-CN4080112842,768x1280,800x480,0.928902
AerialKluaneNP_ZH-CN4080112842,768x1280,768x1280,1
AerialKluaneNP_ZH-CN4080112842,768x1280,720x1280,0.996377
AerialKluaneNP_ZH-CN4080112842,768x1280,640x480,0.954354
AerialKluaneNP_ZH-CN4080112842,768x1280,480x800,0.91588
