图片1名,图片2名,分辨率,相似性检验结果
2019-12-12_SheepCoteClod_ZH-CN7630556554_400x240.jpg,2019-12-12_SheepCoteClod_ZH-CN7630556554_400x240_Similarity.jpg,400x240,0.819968
2019-12-12_SheepCoteClod_ZH-CN7630556554_320x240.jpg,2019-12-12_SheepCoteClod_ZH-CN7630556554_320x240_Similarity.jpg,320x240,0.934529
2019-12-12_SheepCoteClod_ZH-CN7630556554_240x320.jpg,2019-12-12_SheepCoteClod_ZH-CN7630556554_240x320_Similarity.jpg,240x320,0.92496
2019-12-13_LandwasserViaduct_ZH-CN7692075960_1920x1080.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_1920x1080_Similarity.jpg,1920x1080,0.982154
2019-12-13_LandwasserViaduct_ZH-CN7692075960_1366x768.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_1366x768_Similarity.jpg,1366x768,0.986367
2019-12-13_LandwasserViaduct_ZH-CN7692075960_1280x768.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_1280x768_Similarity.jpg,1280x768,0.986103
2019-12-13_LandwasserViaduct_ZH-CN7692075960_1024x768.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_1024x768_Similarity.jpg,1024x768,0.970823
2019-12-13_LandwasserViaduct_ZH-CN7692075960_800x600.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_800x600_Similarity.jpg,800x600,0.983784
2019-12-13_LandwasserViaduct_ZH-CN7692075960_800x480.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_800x480_Similarity.jpg,800x480,0.980213
2019-12-13_LandwasserViaduct_ZH-CN7692075960_768x1280.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_768x1280_Similarity.jpg,768x1280,0.969388
2019-12-13_LandwasserViaduct_ZH-CN7692075960_720x1280.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_720x1280_Similarity.jpg,720x1280,0.974723
2019-12-13_LandwasserViaduct_ZH-CN7692075960_640x480.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_640x480_Similarity.jpg,640x480,0.975391
2019-12-13_LandwasserViaduct_ZH-CN7692075960_480x800.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_480x800_Similarity.jpg,480x800,0.935188
2019-12-13_LandwasserViaduct_ZH-CN7692075960_400x240.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_400x240_Similarity.jpg,400x240,0.926154
2019-12-13_LandwasserViaduct_ZH-CN7692075960_320x240.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_320x240_Similarity.jpg,320x240,0.930633
2019-12-13_LandwasserViaduct_ZH-CN7692075960_240x320.jpg,2019-12-13_LandwasserViaduct_ZH-CN7692075960_240x320_Similarity.jpg,240x320,0.87493
2019-12-14_SpruceGrouse_ZH-CN7756892167_1920x1080.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_1920x1080_Similarity.jpg,1920x1080,0.99263
2019-12-14_SpruceGrouse_ZH-CN7756892167_1366x768.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_1366x768_Similarity.jpg,1366x768,0.986585
2019-12-14_SpruceGrouse_ZH-CN7756892167_1280x768.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_1280x768_Similarity.jpg,1280x768,0.986596
2019-12-14_SpruceGrouse_ZH-CN7756892167_1024x768.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_1024x768_Similarity.jpg,1024x768,0.981884
2019-12-14_SpruceGrouse_ZH-CN7756892167_800x600.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_800x600_Similarity.jpg,800x600,0.97804
2019-12-14_SpruceGrouse_ZH-CN7756892167_800x480.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_800x480_Similarity.jpg,800x480,0.97347
2019-12-14_SpruceGrouse_ZH-CN7756892167_768x1280.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_768x1280_Similarity.jpg,768x1280,0.980878
2019-12-14_SpruceGrouse_ZH-CN7756892167_720x1280.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_720x1280_Similarity.jpg,720x1280,0.981463
2019-12-14_SpruceGrouse_ZH-CN7756892167_640x480.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_640x480_Similarity.jpg,640x480,0.966394
2019-12-14_SpruceGrouse_ZH-CN7756892167_480x800.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_480x800_Similarity.jpg,480x800,0.95713
2019-12-14_SpruceGrouse_ZH-CN7756892167_400x240.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_400x240_Similarity.jpg,400x240,0.882132
2019-12-14_SpruceGrouse_ZH-CN7756892167_320x240.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_320x240_Similarity.jpg,320x240,0.892088
2019-12-14_SpruceGrouse_ZH-CN7756892167_240x320.jpg,2019-12-14_SpruceGrouse_ZH-CN7756892167_240x320_Similarity.jpg,240x320,0.884802
2019-12-15_NutsWeekend_ZH-CN7847508117_1920x1080.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_1920x1080_Similarity.jpg,1920x1080,0.989285
2019-12-15_NutsWeekend_ZH-CN7847508117_1366x768.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_1366x768_Similarity.jpg,1366x768,0.962997
2019-12-15_NutsWeekend_ZH-CN7847508117_1280x768.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_1280x768_Similarity.jpg,1280x768,0.971544
2019-12-15_NutsWeekend_ZH-CN7847508117_1024x768.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_1024x768_Similarity.jpg,1024x768,0.972407
2019-12-15_NutsWeekend_ZH-CN7847508117_800x600.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_800x600_Similarity.jpg,800x600,0.910109
2019-12-15_NutsWeekend_ZH-CN7847508117_800x480.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_800x480_Similarity.jpg,800x480,0.955205
2019-12-15_NutsWeekend_ZH-CN7847508117_768x1280.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_768x1280_Similarity.jpg,768x1280,0.983627
2019-12-15_NutsWeekend_ZH-CN7847508117_720x1280.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_720x1280_Similarity.jpg,720x1280,0.981539
2019-12-15_NutsWeekend_ZH-CN7847508117_640x480.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_640x480_Similarity.jpg,640x480,0.913904
2019-12-15_NutsWeekend_ZH-CN7847508117_480x800.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_480x800_Similarity.jpg,480x800,0.980148
2019-12-15_NutsWeekend_ZH-CN7847508117_400x240.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_400x240_Similarity.jpg,400x240,0.916061
2019-12-15_NutsWeekend_ZH-CN7847508117_320x240.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_320x240_Similarity.jpg,320x240,0.809401
2019-12-15_NutsWeekend_ZH-CN7847508117_240x320.jpg,2019-12-15_NutsWeekend_ZH-CN7847508117_240x320_Similarity.jpg,240x320,0.891852
2019-12-16_ReconciliationDay_ZH-CN7914130812_1920x1080.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_1920x1080_Similarity.jpg,1920x1080,0.991661
2019-12-16_ReconciliationDay_ZH-CN7914130812_1366x768.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_1366x768_Similarity.jpg,1366x768,0.986173
2019-12-16_ReconciliationDay_ZH-CN7914130812_1280x768.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_1280x768_Similarity.jpg,1280x768,0.990545
2019-12-16_ReconciliationDay_ZH-CN7914130812_1024x768.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_1024x768_Similarity.jpg,1024x768,0.988961
2019-12-16_ReconciliationDay_ZH-CN7914130812_800x600.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_800x600_Similarity.jpg,800x600,0.982314
2019-12-16_ReconciliationDay_ZH-CN7914130812_800x480.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_800x480_Similarity.jpg,800x480,0.976804
2019-12-16_ReconciliationDay_ZH-CN7914130812_768x1280.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_768x1280_Similarity.jpg,768x1280,0.989808
2019-12-16_ReconciliationDay_ZH-CN7914130812_720x1280.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_720x1280_Similarity.jpg,720x1280,0.987871
2019-12-16_ReconciliationDay_ZH-CN7914130812_640x480.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_640x480_Similarity.jpg,640x480,0.978687
2019-12-16_ReconciliationDay_ZH-CN7914130812_480x800.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_480x800_Similarity.jpg,480x800,0.964031
2019-12-16_ReconciliationDay_ZH-CN7914130812_400x240.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_400x240_Similarity.jpg,400x240,0.93508
2019-12-16_ReconciliationDay_ZH-CN7914130812_320x240.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_320x240_Similarity.jpg,320x240,0.954651
2019-12-16_ReconciliationDay_ZH-CN7914130812_240x320.jpg,2019-12-16_ReconciliationDay_ZH-CN7914130812_240x320_Similarity.jpg,240x320,0.901728
2019-12-17_TempleofSaturn_ZH-CN7983217544_1920x1080.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_1920x1080_Similarity.jpg,1920x1080,0.981166
2019-12-17_TempleofSaturn_ZH-CN7983217544_1366x768.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_1366x768_Similarity.jpg,1366x768,0.96219
2019-12-17_TempleofSaturn_ZH-CN7983217544_1280x768.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_1280x768_Similarity.jpg,1280x768,0.97234
2019-12-17_TempleofSaturn_ZH-CN7983217544_1024x768.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_1024x768_Similarity.jpg,1024x768,0.966961
2019-12-17_TempleofSaturn_ZH-CN7983217544_800x600.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_800x600_Similarity.jpg,800x600,0.965783
2019-12-17_TempleofSaturn_ZH-CN7983217544_800x480.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_800x480_Similarity.jpg,800x480,0.961614
2019-12-17_TempleofSaturn_ZH-CN7983217544_768x1280.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_768x1280_Similarity.jpg,768x1280,0.985569
2019-12-17_TempleofSaturn_ZH-CN7983217544_720x1280.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_720x1280_Similarity.jpg,720x1280,0.986391
2019-12-17_TempleofSaturn_ZH-CN7983217544_640x480.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_640x480_Similarity.jpg,640x480,0.937599
2019-12-17_TempleofSaturn_ZH-CN7983217544_480x800.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_480x800_Similarity.jpg,480x800,0.964084
2019-12-17_TempleofSaturn_ZH-CN7983217544_400x240.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_400x240_Similarity.jpg,400x240,0.868131
2019-12-17_TempleofSaturn_ZH-CN7983217544_320x240.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_320x240_Similarity.jpg,320x240,0.817578
2019-12-17_TempleofSaturn_ZH-CN7983217544_240x320.jpg,2019-12-17_TempleofSaturn_ZH-CN7983217544_240x320_Similarity.jpg,240x320,0.897217
2019-12-18_HallXmasMarket_ZH-CN8059544504_1920x1080.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_1920x1080_Similarity.jpg,1920x1080,0.991953
2019-12-18_HallXmasMarket_ZH-CN8059544504_1366x768.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_1366x768_Similarity.jpg,1366x768,0.983636
2019-12-18_HallXmasMarket_ZH-CN8059544504_1280x768.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_1280x768_Similarity.jpg,1280x768,0.98786
2019-12-18_HallXmasMarket_ZH-CN8059544504_1024x768.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_1024x768_Similarity.jpg,1024x768,0.982574
2019-12-18_HallXmasMarket_ZH-CN8059544504_800x600.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_800x600_Similarity.jpg,800x600,0.967909
2019-12-18_HallXmasMarket_ZH-CN8059544504_800x480.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_800x480_Similarity.jpg,800x480,0.974186
2019-12-18_HallXmasMarket_ZH-CN8059544504_768x1280.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_768x1280_Similarity.jpg,768x1280,0.984959
2019-12-18_HallXmasMarket_ZH-CN8059544504_720x1280.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_720x1280_Similarity.jpg,720x1280,0.98662
2019-12-18_HallXmasMarket_ZH-CN8059544504_640x480.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_640x480_Similarity.jpg,640x480,0.963028
2019-12-18_HallXmasMarket_ZH-CN8059544504_480x800.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_480x800_Similarity.jpg,480x800,0.953106
2019-12-18_HallXmasMarket_ZH-CN8059544504_400x240.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_400x240_Similarity.jpg,400x240,0.89305
2019-12-18_HallXmasMarket_ZH-CN8059544504_320x240.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_320x240_Similarity.jpg,320x240,0.901231
2019-12-18_HallXmasMarket_ZH-CN8059544504_240x320.jpg,2019-12-18_HallXmasMarket_ZH-CN8059544504_240x320_Similarity.jpg,240x320,0.841329
2019-12-19_ValleyForge_ZH-CN8129420249_1920x1080.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_1920x1080_Similarity.jpg,1920x1080,0.98705
2019-12-19_ValleyForge_ZH-CN8129420249_1366x768.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_1366x768_Similarity.jpg,1366x768,0.974653
2019-12-19_ValleyForge_ZH-CN8129420249_1280x768.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_1280x768_Similarity.jpg,1280x768,0.984786
2019-12-19_ValleyForge_ZH-CN8129420249_1024x768.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_1024x768_Similarity.jpg,1024x768,0.94336
2019-12-19_ValleyForge_ZH-CN8129420249_800x600.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_800x600_Similarity.jpg,800x600,0.953035
2019-12-19_ValleyForge_ZH-CN8129420249_800x480.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_800x480_Similarity.jpg,800x480,0.950175
2019-12-19_ValleyForge_ZH-CN8129420249_768x1280.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_768x1280_Similarity.jpg,768x1280,0.972176
2019-12-19_ValleyForge_ZH-CN8129420249_720x1280.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_720x1280_Similarity.jpg,720x1280,0.973642
2019-12-19_ValleyForge_ZH-CN8129420249_640x480.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_640x480_Similarity.jpg,640x480,0.916164
2019-12-19_ValleyForge_ZH-CN8129420249_480x800.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_480x800_Similarity.jpg,480x800,0.929478
2019-12-19_ValleyForge_ZH-CN8129420249_400x240.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_400x240_Similarity.jpg,400x240,0.833015
2019-12-19_ValleyForge_ZH-CN8129420249_320x240.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_320x240_Similarity.jpg,320x240,0.836378
2019-12-19_ValleyForge_ZH-CN8129420249_240x320.jpg,2019-12-19_ValleyForge_ZH-CN8129420249_240x320_Similarity.jpg,240x320,0.941467
2019-12-20_MauiEucalyptus_ZH-CN5616197787_1920x1080.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_1920x1080_Similarity.jpg,1920x1080,0.983821
2019-12-20_MauiEucalyptus_ZH-CN5616197787_1366x768.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_1366x768_Similarity.jpg,1366x768,0.973613
2019-12-20_MauiEucalyptus_ZH-CN5616197787_1280x768.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_1280x768_Similarity.jpg,1280x768,0.970809
2019-12-20_MauiEucalyptus_ZH-CN5616197787_1024x768.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_1024x768_Similarity.jpg,1024x768,0.95653
2019-12-20_MauiEucalyptus_ZH-CN5616197787_800x600.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_800x600_Similarity.jpg,800x600,0.948772
2019-12-20_MauiEucalyptus_ZH-CN5616197787_800x480.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_800x480_Similarity.jpg,800x480,0.939142
2019-12-20_MauiEucalyptus_ZH-CN5616197787_768x1280.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_768x1280_Similarity.jpg,768x1280,0.975803
2019-12-20_MauiEucalyptus_ZH-CN5616197787_720x1280.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_720x1280_Similarity.jpg,720x1280,0.970112
2019-12-20_MauiEucalyptus_ZH-CN5616197787_640x480.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_640x480_Similarity.jpg,640x480,0.930674
2019-12-20_MauiEucalyptus_ZH-CN5616197787_480x800.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_480x800_Similarity.jpg,480x800,0.890516
2019-12-20_MauiEucalyptus_ZH-CN5616197787_400x240.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_400x240_Similarity.jpg,400x240,0.792718
2019-12-20_MauiEucalyptus_ZH-CN5616197787_320x240.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_320x240_Similarity.jpg,320x240,0.787375
2019-12-20_MauiEucalyptus_ZH-CN5616197787_240x320.jpg,2019-12-20_MauiEucalyptus_ZH-CN5616197787_240x320_Similarity.jpg,240x320,0.786279
2019-12-21_RealSnowflake_ZH-CN5687037252_1920x1080.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_1920x1080_Similarity.jpg,1920x1080,0.990989
2019-12-21_RealSnowflake_ZH-CN5687037252_1366x768.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_1366x768_Similarity.jpg,1366x768,0.985785
2019-12-21_RealSnowflake_ZH-CN5687037252_1280x768.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_1280x768_Similarity.jpg,1280x768,0.978129
2019-12-21_RealSnowflake_ZH-CN5687037252_1024x768.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_1024x768_Similarity.jpg,1024x768,0.954184
2019-12-21_RealSnowflake_ZH-CN5687037252_800x600.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_800x600_Similarity.jpg,800x600,0.921176
2019-12-21_RealSnowflake_ZH-CN5687037252_800x480.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_800x480_Similarity.jpg,800x480,0.926856
2019-12-21_RealSnowflake_ZH-CN5687037252_768x1280.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_768x1280_Similarity.jpg,768x1280,0.972927
2019-12-21_RealSnowflake_ZH-CN5687037252_720x1280.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_720x1280_Similarity.jpg,720x1280,0.969198
2019-12-21_RealSnowflake_ZH-CN5687037252_640x480.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_640x480_Similarity.jpg,640x480,0.923407
2019-12-21_RealSnowflake_ZH-CN5687037252_480x800.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_480x800_Similarity.jpg,480x800,0.950894
2019-12-21_RealSnowflake_ZH-CN5687037252_400x240.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_400x240_Similarity.jpg,400x240,0.833454
2019-12-21_RealSnowflake_ZH-CN5687037252_320x240.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_320x240_Similarity.jpg,320x240,0.791897
2019-12-21_RealSnowflake_ZH-CN5687037252_240x320.jpg,2019-12-21_RealSnowflake_ZH-CN5687037252_240x320_Similarity.jpg,240x320,0.879676
2019-12-22_Dongzhi2019_ZH-CN6252826480_1920x1080.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_1920x1080_Similarity.jpg,1920x1080,0.990401
2019-12-22_Dongzhi2019_ZH-CN6252826480_1366x768.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_1366x768_Similarity.jpg,1366x768,0.984859
2019-12-22_Dongzhi2019_ZH-CN6252826480_1280x768.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_1280x768_Similarity.jpg,1280x768,0.985905
2019-12-22_Dongzhi2019_ZH-CN6252826480_1024x768.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_1024x768_Similarity.jpg,1024x768,0.968573
2019-12-22_Dongzhi2019_ZH-CN6252826480_800x600.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_800x600_Similarity.jpg,800x600,0.964867
2019-12-22_Dongzhi2019_ZH-CN6252826480_800x480.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_800x480_Similarity.jpg,800x480,0.966788
2019-12-22_Dongzhi2019_ZH-CN6252826480_768x1280.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_768x1280_Similarity.jpg,768x1280,0.961802
2019-12-22_Dongzhi2019_ZH-CN6252826480_720x1280.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_720x1280_Similarity.jpg,720x1280,0.984821
2019-12-22_Dongzhi2019_ZH-CN6252826480_640x480.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_640x480_Similarity.jpg,640x480,0.961914
2019-12-22_Dongzhi2019_ZH-CN6252826480_480x800.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_480x800_Similarity.jpg,480x800,0.929478
2019-12-22_Dongzhi2019_ZH-CN6252826480_400x240.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_400x240_Similarity.jpg,400x240,0.900005
2019-12-22_Dongzhi2019_ZH-CN6252826480_320x240.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_320x240_Similarity.jpg,320x240,0.889586
2019-12-22_Dongzhi2019_ZH-CN6252826480_240x320.jpg,2019-12-22_Dongzhi2019_ZH-CN6252826480_240x320_Similarity.jpg,240x320,0.902061
2019-12-23_AiringGrievances_ZH-CN5830208720_1920x1080.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_1920x1080_Similarity.jpg,1920x1080,0.97733
2019-12-23_AiringGrievances_ZH-CN5830208720_1366x768.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_1366x768_Similarity.jpg,1366x768,0.965412
2019-12-23_AiringGrievances_ZH-CN5830208720_1280x768.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_1280x768_Similarity.jpg,1280x768,0.969692
2019-12-23_AiringGrievances_ZH-CN5830208720_1024x768.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_1024x768_Similarity.jpg,1024x768,0.960635
2019-12-23_AiringGrievances_ZH-CN5830208720_800x600.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_800x600_Similarity.jpg,800x600,0.95176
2019-12-23_AiringGrievances_ZH-CN5830208720_800x480.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_800x480_Similarity.jpg,800x480,0.945902
2019-12-23_AiringGrievances_ZH-CN5830208720_768x1280.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_768x1280_Similarity.jpg,768x1280,0.977909
2019-12-23_AiringGrievances_ZH-CN5830208720_720x1280.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_720x1280_Similarity.jpg,720x1280,0.976236
2019-12-23_AiringGrievances_ZH-CN5830208720_640x480.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_640x480_Similarity.jpg,640x480,0.9578
2019-12-23_AiringGrievances_ZH-CN5830208720_480x800.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_480x800_Similarity.jpg,480x800,0.966399
2019-12-23_AiringGrievances_ZH-CN5830208720_400x240.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_400x240_Similarity.jpg,400x240,0.863419
2019-12-23_AiringGrievances_ZH-CN5830208720_320x240.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_320x240_Similarity.jpg,320x240,0.901229
2019-12-23_AiringGrievances_ZH-CN5830208720_240x320.jpg,2019-12-23_AiringGrievances_ZH-CN5830208720_240x320_Similarity.jpg,240x320,0.905207
2019-12-24_ReindeerNorway_ZH-CN5913190372_1920x1080.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_1920x1080_Similarity.jpg,1920x1080,0.943894
2019-12-24_ReindeerNorway_ZH-CN5913190372_1366x768.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_1366x768_Similarity.jpg,1366x768,0.918045
2019-12-24_ReindeerNorway_ZH-CN5913190372_1280x768.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_1280x768_Similarity.jpg,1280x768,0.962249
2019-12-24_ReindeerNorway_ZH-CN5913190372_1024x768.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_1024x768_Similarity.jpg,1024x768,0.973412
2019-12-24_ReindeerNorway_ZH-CN5913190372_800x600.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_800x600_Similarity.jpg,800x600,0.960836
2019-12-24_ReindeerNorway_ZH-CN5913190372_800x480.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_800x480_Similarity.jpg,800x480,0.9455
2019-12-24_ReindeerNorway_ZH-CN5913190372_768x1280.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_768x1280_Similarity.jpg,768x1280,0.966075
2019-12-24_ReindeerNorway_ZH-CN5913190372_720x1280.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_720x1280_Similarity.jpg,720x1280,0.964257
2019-12-24_ReindeerNorway_ZH-CN5913190372_640x480.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_640x480_Similarity.jpg,640x480,0.960626
2019-12-24_ReindeerNorway_ZH-CN5913190372_480x800.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_480x800_Similarity.jpg,480x800,0.91261
2019-12-24_ReindeerNorway_ZH-CN5913190372_400x240.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_400x240_Similarity.jpg,400x240,0.847769
2019-12-24_ReindeerNorway_ZH-CN5913190372_320x240.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_320x240_Similarity.jpg,320x240,0.89739
2019-12-24_ReindeerNorway_ZH-CN5913190372_240x320.jpg,2019-12-24_ReindeerNorway_ZH-CN5913190372_240x320_Similarity.jpg,240x320,0.88305
2019-12-25_WarsawXmas_ZH-CN5981724395_1920x1080.jpg,2019-12-25_WarsawXmas_ZH-CN5981724395_1920x1080_Similarity.jpg,1920x1080,0.993126
2019-12-25_WarsawXmas_ZH-CN5981724395_1366x768.jpg,2019-12-25_WarsawXmas_ZH-CN5981724395_1366x768_Similarity.jpg,1366x768,0.9878
2019-12-25_WarsawXmas_ZH-CN5981724395_1280x768.jpg,2019-12-25_WarsawXmas_ZH-CN5981724395_1280x768_Similarity.jpg,1280x768,0.992132
2019-12-25_WarsawXmas_ZH-CN5981724395_1024x768.jpg,2019-12-25_WarsawXmas_ZH-CN5981724395_1024x768_Similarity.jpg,1024x768,0.959454
2019-12-25_WarsawXmas_ZH-CN5981724395_800x600.jpg,2019-12-25_WarsawXmas_ZH-CN5981724395_800x600_Similarity.jpg,800x600,0.974097
